repo_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
Prakhar-affinsys/Dashboard,6,2021,386,12,User,Python,16943,python:3.7,python
Pranav143/ECE444-F2021-Lab3,6,2021,251,8,User,Python,27375,python:3.9-slim,python
PranavBakre/management-backend,3,2021,908,12,User,Go,574,alpine:latest,alpine
Praqma/Praqmatic-Automated-Changelog,5,2021,952,25,Organization,Ruby,1399,ruby:3.0.2-slim,ruby
Prashant-singla/BotsApp,5,2021,368,10,User,JavaScript,570,princemendiratta/botsapp:latest,princemendiratta/botsapp
Prashanth684/coreos-assembler,5,2021,1021,16,User,Go,64580,quay.io/coreos-assembler/cosa-buildroot:latest,quay.io/coreos-assembler/cosa-buildroot
Prasundas99/Containerized-Selenium-FastAPI,5,2021,987,34,User,Python,83751,python:3.9-slim,python
PratikDeoghare/kubermatic,4,2022,1895,19,User,Go,146243,alpine:3.13,alpine
Praveenk8051/ml-codecamp,2,2021,236,7,User,Jupyter Notebook,2581,agrigorev/zoomcamp-model:3.8.12-slim,agrigorev/zoomcamp-model
PreMiD/Website,3,2021,168,9,Organization,Vue,41757,node:current-alpine,node
PredatorHackerzZ/MessageSearchBot,10,2021,470,11,User,Python,98,python:latest,python
PrefabQuasar/Shiptest,5,2022,2491,53,User,DM,1660024,base,base
PrefectHQ/prefect,2,2022,1056,26,Organization,Python,89165,python:${PYTHON_VERSION}-slim,python
PrefectHQ/server,4,2021,1245,31,Organization,Python,3130,python:${PYTHON_VERSION}-slim-buster,python
PrefectHQ/ui,2,2021,1839,31,Organization,Vue,30272,nginx:stable,nginx
PremoWeb/Chronos,2,2022,485,11,Organization,Go,177,alpine:3.15.0,alpine
Press-One/bistrot,2,2022,340,4,Organization,JavaScript,91703,node:current-alpine,node
Pritigaddam/Audit_Project,0,2021,186,6,User,CSS,38229,openjdk:8-jre,openjdk
Pritigaddam/Teamwork,0,2021,198,6,User,HTML,5807,openjdk:8-jre,openjdk
ProXPegasus/recpie-app-api,3,2021,226,10,User,Python,7,python:3.7-alpine,python
ProdigiousPython/PythonWorkshop,3,2021,1181,22,Organization,Jupyter Notebook,74224,python:3.10.0,python
ProfessorPopoff/mojave-sun-16,12,2021,2460,61,User,DM,2229957,byond,byond
Project-MONAI/MONAI,5,2022,2454,25,Organization,Python,50769,${PYTORCH_IMAGE},${PYTORCH_IMAGE}
Project-Reclass/toynet-react,0,2021,536,18,Organization,TypeScript,5946,nginx:1-alpine,nginx
Project0/certjunkie,1,2022,397,11,User,Go,131,scratch,scratch
ProjectEvergreen/greenwood,1,2019,302,3,Organization,JavaScript,5054,thegreenhouse/nodejs-dev:0.4.0,thegreenhouse/nodejs-dev
PronomitaDey/opendrinks,0,2019,260,10,User,Vue,107976,nginx:stable-alpine,nginx
Pronovix/docker-drupal-dev,1,2022,531,6,Organization,PHP,27,${PHP_IMAGE},${PHP_IMAGE}
Prouser123/mono-docker,5,2021,2151,35,User,Dockerfile,30,alpine:3.14,alpine
ProzorroUKR/prozorro-auction,3,2021,375,9,Organization,Python,1019,docker-registry.prozorro.gov.ua/docker/images/python:3.8-alpine3.14,docker-registry.prozorro.gov.ua/docker/images/python
Przemyslaw-Wrobel/react-workshop,4,2021,162,7,User,PHP,4155,php:8.0-cli,php
Psychoanalytic-Electronic-Publishing/OpenPubArchive-Content-Server,5,2022,252,8,Organization,Python,13240,tiangolo/uvicorn-gunicorn-fastapi:python3.7,tiangolo/uvicorn-gunicorn-fastapi
Ptigui/metaplex,3,2021,1231,21,User,None,29811,node:14.17.3-alpine,node
PubMatic-OpenWrap/prebid-server,14,2022,1408,40,User,Go,18229,ubuntu:18.04,ubuntu
PublicMapping/districtbuilder-website,4,2020,334,12,Organization,SCSS,31418,ruby:2.6.2,ruby
PudgeKim/nest-holdem,1,2021,222,11,User,TypeScript,1306,node:16-alpine,node
Purple-wind-bell/CKAN,14,2020,1661,33,User,C#,29958,mono,mono
PurpleBooth/git-mit,35,2022,3392,71,User,Rust,7585,rust:1.62.1,rust
Puutraaa/KennedyXMusic,15,2021,353,11,User,Python,1195,python:3.9.7-slim-buster,python
PyCQA/isort,7,2021,682,15,Organization,Python,22933,python:$VERSION,python
PyCQA/pylint,1,2022,141,5,Organization,Python,36111,python:3.10.0-alpine3.15,python
PyDrocsid/MorpheusHelper,5,2022,1174,31,Organization,Python,2605,python:3.10-alpine,python
PyDrocsid/template,5,2022,1167,31,Organization,Python,545,python:3.10-alpine,python
PyO3/maturin,10,2022,1850,28,Organization,Rust,3622,quay.io/pypa/manylinux2010_x86_64,quay.io/pypa/manylinux2010_x86_64
PyotrGrogorchenko/cursor-games-app,0,2021,267,8,User,TypeScript,1928,node:14.17.3-alpine,node
PyroTechniac/starlight-rs,6,2022,1488,24,Organization,Rust,928,debian:buster-slim,debian
Pyschox/slam-mirrorbot,2,2021,409,13,User,Python,1823,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
PythonFreeCourse/lms,5,2020,820,17,Organization,Python,5558,python:3-buster,python
QIWENJING53/openwrt_packit,0,2021,182,4,User,Shell,55637,scratch,scratch
QiWang19/machine-config-operator,1,2022,846,12,User,Go,41574,registry.ci.openshift.org/ocp/4.12:base,registry.ci.openshift.org/ocp/4.12
Qiskit-Partners/qiskit-dell-runtime,4,2021,410,13,Organization,Python,704,$DOCKER_REPO/$QDR_NS/qiskit,$DOCKER_REPO/$QDR_NS/qiskit
QiuYukang/QiuYukang,4,2020,167,5,User,Python,496,python:latest,python
Qosa/jenkins-docker,1,2021,386,10,User,Dockerfile,4,jenkins/jenkins:lts,jenkins/jenkins
Qraffa/rosedb,0,2021,392,14,User,Go,1035,golang:alpine,golang
Quality-Assurance-DAO/quality-assurance-dao.github.io,2,2021,46,2,Organization,HTML,7339,klakegg/hugo:ext-alpine,klakegg/hugo
QuanKhs/urTicket-backend,0,2021,849,17,User,TypeScript,19431,node:14-alpine,node
QuanKhs/urTicket-frontend,0,2021,383,12,User,JavaScript,45172,nginx:stable-alpine,nginx
QuantConnect/Lean,4,2022,1172,13,Organization,C#,510977,quantconnect/lean:foundation,quantconnect/lean
QuantLaw/gesetze-im-internet,11,2021,498,14,Organization,Python,388452,python:3.7,python
QuantumQuackDoctor/order-service,1,2021,135,4,Organization,Java,352,adoptopenjdk:16-jre-openj9,adoptopenjdk
QuantumQuackDoctor/user-service,1,2021,136,4,Organization,Java,500,adoptopenjdk:16-jre-openj9,adoptopenjdk
Quarko/flaschenbot,4,2021,845,22,User,TypeScript,682,node:15,node
QueenZeroTwo/The-Anki-Vector,2,2021,1707,64,User,Python,5512,python:3.8.5-slim-buster,python
QuentinLuppo/binance-trade-bot,4,2021,344,10,User,Python,592,python:3.8-slim,python
QuiltMC/cozy-discord,2,2022,247,7,Organization,Kotlin,644,openjdk:17-jdk-slim,openjdk
RADAR-base/ManagementPortal,6,2021,3042,58,Organization,Java,15579,azul/zulu-openjdk-alpine:11-jre-headless,azul/zulu-openjdk-alpine
RC-Jay/esm_comp_cp,1,2021,568,12,User,JavaScript,20885,nginx:1.16.0-alpine,nginx
RCOSDP/RDM-osf.io,10,2022,9272,188,Organization,Python,211497,python:2.7-slim-jessie,python
RCOSDP/weko,5,2022,6268,54,Organization,Python,130906,python:3.6-slim-buster,python
RDFLib/VocPrez,6,2021,399,12,Organization,Python,2851,python:3.7.8-slim-buster,python
RDPerera/ProjectX,10,2021,1984,11,User,Python,355,nvcr.io/nvidia/pytorch:21.05-py3,nvcr.io/nvidia/pytorch
REAN-Foundation/reancare-service,27,2022,919,38,Organization,TypeScript,44197,node:gallium-alpine3.15,node
RENCI/fuse-dashboard-immcellfie,3,2021,465,12,Organization,JavaScript,5938,node:10.12.0-alpine,node
RHEAGROUP/COMET-WebServices-Community-Edition,5,2022,490,18,Organization,C#,7393,mono:6,mono
RHEcosystemAppEng/mongodb-atlas-kubernetes,0,2022,1314,31,Organization,Go,2024,registry.access.redhat.com/ubi8/ubi-minimal:8.5-230,registry.access.redhat.com/ubi8/ubi-minimal
RIPE-NCC/rpki-publication-server,2,2021,1613,26,Organization,Scala,1218,gcr.io/distroless/java-debian10:11,gcr.io/distroless/java-debian10
RJ-SMTR/maestro,0,2021,1252,17,Organization,Python,612,python:3.8-slim,python
RJGY/capstoneproject,20,2021,697,20,User,PHP,8586,php:7.4-apache,php
RLforRacing/multi_car_racing,37,2021,1384,34,Organization,Python,225604,ubuntu:latest,ubuntu
ROBOTIS-SYS/navigation2,15,2021,3611,94,Organization,C++,75670,builder,builder
ROCmSoftwarePlatform/AMDMIGraphX,17,2022,2908,68,Organization,C++,18597,ubuntu:20.04,ubuntu
ROCmSoftwarePlatform/MIOpen,14,2022,3695,80,Organization,Assembly,642623,ubuntu:18.04,ubuntu
ROCmSoftwarePlatform/pytorch,7,2022,2931,64,Organization,C++,509865,official,official
RSS-Bridge/rss-bridge,2,2022,744,18,Organization,PHP,8774,php:7.4.29-fpm,php
RSecxXx/vulmap,2,2020,158,7,User,Python,3445,python:3.7,python
RTUITLab/Schedule-RTU-API,8,2022,426,11,Organization,Python,868,python:3.10.2-slim,python
RaFaTEOLI/open-grades,11,2021,1156,26,User,PHP,24333,php:8.0-fpm,php
RaPiD-models/rapid_models,14,2021,802,19,Organization,Jupyter Notebook,1243,nginx:alpine,nginx
RabahZeineddine/docker-ffmpeg,6,2021,1968,72,User,Dockerfile,7,alpine:3.9,alpine
RabahZeineddine/rtsp-to-mjpeg,4,2021,304,8,User,Shell,5,ubuntu,ubuntu
RabiBaris/mirror-iw-gr3,8,2021,266,5,User,PHP,148,php:5.6.31-apache,php
RachelElysia/fleet,5,2022,338,8,User,Go,238307,alpine,alpine
Rachnus/osrs-gimp-tracker-backend,0,2021,417,9,User,JavaScript,1470,node:16-alpine,node
Rachnus/osrs-gimp-tracker-frontend,6,2021,545,14,User,JavaScript,1625,node:16-alpine,node
Raddagast/aria-telegram-mirror-bot,0,2021,108,3,User,TypeScript,4908,ghcr.io/arghyac35/aria-telegram-mirror-bot:master,ghcr.io/arghyac35/aria-telegram-mirror-bot
RadekPolyend/polyend-docker,24,2021,1434,25,User,Dockerfile,18,debian:9,debian
RadicalPrecursor/RadicalPrecursor.github.io,1,2021,65,3,User,Jupyter Notebook,1845,jekyll/jekyll:4.0,jekyll/jekyll
Rafaelrrb/CoisasSobreDocker,4,2021,60,2,User,EJS,26470,ubuntu,ubuntu
Rafiki81/ilernaProject-be,0,2021,174,5,User,Java,82,adoptopenjdk:11-jre-hotspot,adoptopenjdk
Raghav888/MLOps-Demo,2,2021,347,8,User,Jupyter Notebook,10215,python:3.7-slim,python
Rahmanwghazi/Monefy,8,2021,486,18,User,Go,168,alpine:latest,alpine
Rahul110493/markup-renderer,0,2021,1183,6,User,HCL,507,node:12-slim,node
RahulPalve/openforms,2,2021,488,11,User,Python,38,python:3.8.5-slim-buster,python
RajMalhotrahbz/Media-searcher,5,2021,344,14,User,Python,52,python:3-slim-buster,python
RajYeagerist/Chizuru,4,2021,287,11,User,Python,408,ubuntu:20.04,ubuntu
RajeshAudhurthi/webapp,0,2021,134,4,User,Shell,1577,tomcat:8-jdk8-openjdk-slim,tomcat
RajithaKumara/orangehrm,8,2021,2440,79,User,PHP,58712,php:7.3.15-apache-buster,php
Rakesh4419/spring-boot-mongo-docker,3,2020,291,7,User,Java,218,openjdk:8-alpine,openjdk
RalfPhilipsen/fast_api_demo,1,2021,304,7,User,Python,31,python:3.8,python
Ralim/IronOS,3,2022,708,8,User,C,46250,alpine:3.16,alpine
RamenDR/ramen,0,2022,791,14,Organization,Go,1523,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
Ramjivan/Docker-nginx-rtmp-injest,14,2021,1301,57,User,Shell,8922,alpine:latest,alpine
Randheerrrk/jenkinsTest,0,2021,100,6,User,JavaScript,16,node:16-alpine,node
Rangel100/ProyectoDeGradoBack,0,2021,116,5,User,Java,272,openjdk:14,openjdk
Raniita/telegity,4,2021,290,8,User,Python,19,tiangolo/uwsgi-nginx-flask:python3.8,tiangolo/uwsgi-nginx-flask
RanjithSivam/react-trello-clone,2,2021,285,13,User,JavaScript,4093,node:alpine,node
Ranker-Team/Ranker,0,2021,403,11,Organization,C#,3742,mcr.microsoft.com/dotnet/aspnet:6.0,mcr.microsoft.com/dotnet/aspnet
RaphaTavares/conversao-peso,0,2021,576,13,User,C#,731,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
Rari-Capital/compound-protocol,11,2020,675,15,Organization,Solidity,6195,mhart/alpine-node:13.8.0,mhart/alpine-node
RasaHQ/rasa,2,2021,1117,25,Organization,Python,1550106,${IMAGE_BASE_NAME}:base-${BASE_IMAGE_HASH},${IMAGE_BASE_NAME}
RasaHQ/rasa-sdk,5,2022,1102,25,Organization,Python,24932,python:3.7-slim,python
RaulWhite/GolfilloBot,3,2020,495,14,User,Python,33,${platform}/python:alpine,${platform}/python
RavenEbonscale/TelegramBot,0,2021,894,15,User,C#,40,base,base
RayBrokeSomething/CodeceptJS,9,2021,2267,32,User,JavaScript,55876,node:${NODE_VERSION},node
Rbasarat/niverobot,0,2021,162,7,User,Go,87,golang:1.17-alpine,golang
ReDeFinance/go-ethereum,6,2022,889,19,Organization,Go,184592,alpine:latest,alpine
ReDemoNBR/CORScanner,0,2021,425,12,User,Python,2809,python:3-bullseye,python
ReDemoNBR/jwt_tool,0,2022,538,13,User,Python,341,python:3-bullseye,python
ReSource-Network/guardian,6,2022,446,18,Organization,TypeScript,45771,base,base
ReactiveX/rxjs,0,2019,146,7,Organization,TypeScript,122275,node:lts,node
ReadAlongs/Studio,8,2022,1625,25,Organization,Python,67986,debian:bullseye-slim,debian
RealPaiLab/netDx,1,2021,398,5,Organization,R,124297,bioconductor/bioconductor_docker:devel,bioconductor/bioconductor_docker
ReasonSoftware/action-notify-slack,1,2021,536,14,Organization,Go,1143,scratch,scratch
Recidiviz/pulse-data,25,2022,6227,86,Organization,Python,73869,ubuntu:focal,ubuntu
Recognizeyourself/Members,2,2021,625,17,User,JavaScript,681,node:15,node
RecursosDigitaisdeEnsinoAprendizagemIHC/persona-game-api,1,2021,245,7,Organization,TypeScript,249,node:14,node
RecursosDigitaisdeEnsinoAprendizagemIHC/persona-game-web,0,2021,273,9,Organization,JavaScript,1166,node:12,node
Red-GV/loki-operator,0,2021,803,15,User,Go,27485,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
RedHatGov/serverless-workshop-dashboard,4,2021,1010,23,Organization,Dockerfile,5427,quay.io/redhatgov/workshop-dashboard:latest,quay.io/redhatgov/workshop-dashboard
RedHatInsights/ccx-notification-service,4,2022,921,10,Organization,Go,6274,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/ccx-notification-writer,4,2022,918,10,Organization,Go,4870,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/cloud-connector,3,2021,741,16,Organization,Go,742,registry.redhat.io/ubi8/ubi-minimal,registry.redhat.io/ubi8/ubi-minimal
RedHatInsights/clowder,1,2022,758,17,Organization,Go,5545,registry.access.redhat.com/ubi8/ubi-minimal:8.5,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/compliance-backend,3,2022,1568,35,Organization,Ruby,7595,registry.access.redhat.com/ubi9/ubi-minimal,registry.access.redhat.com/ubi9/ubi-minimal
RedHatInsights/edge-api,12,2022,3701,54,Organization,Go,4796,scratch,scratch
RedHatInsights/frontend-operator,1,2022,686,15,Organization,Go,929,registry.access.redhat.com/ubi8/ubi-minimal:8.5,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/insights-host-inventory,12,2022,701,16,Organization,Python,3130,registry.access.redhat.com/ubi8/python-38,registry.access.redhat.com/ubi8/python-38
RedHatInsights/insights-ingress-go,4,2022,413,12,Organization,Go,13014,registry.redhat.io/ubi8/ubi-minimal:latest,registry.redhat.io/ubi8/ubi-minimal
RedHatInsights/insights-rbac,10,2022,2402,50,Organization,Python,3321,registry.access.redhat.com/ubi8/python-38,registry.access.redhat.com/ubi8/python-38
RedHatInsights/insights-results-smart-proxy,4,2022,1074,11,Organization,Go,21558,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/patchman-engine,33,2022,3832,68,Organization,Go,3179,${RUNIMG},${RUNIMG}
RedHatInsights/payload-tracker-go,1,2021,19,1,Organization,Go,10004,,
RedHatInsights/quickstarts,4,2022,655,17,Organization,Go,186,registry.redhat.io/ubi8-minimal:latest,registry.redhat.io/ubi8-minimal
RedHatInsights/rhsm-subscriptions,5,2022,213,7,Organization,Java,7426,registry.access.redhat.com/ubi8/openjdk-11,registry.access.redhat.com/ubi8/openjdk-11
RedHatInsights/xjoin-operator,1,2021,813,15,Organization,Go,21698,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
RedSailTechnologies/kube-status,0,2022,575,17,Organization,HTML,242,mcr.microsoft.com/dotnet/aspnet:${DOTNET_VERSION}-alpine,mcr.microsoft.com/dotnet/aspnet
RedTurtle/design-volto-theme,3,2022,903,24,Organization,JavaScript,17504,node:14-buster-slim,node
RedactedITGuy/security_monkey,8,2020,1845,27,User,None,14380,ubuntu:xenial,ubuntu
RedisJSON/RedisJSON,6,2022,1251,25,Organization,Python,4756,redisfab/redis:6.2.6-x64-bullseye,redisfab/redis
ReduceRightDave/forgotJS,0,2021,123,6,User,JavaScript,799,node:14,node
Redxlegend007/Ultroid,6,2022,596,8,User,Python,9183,theteamultroid/ultroid:main,theteamultroid/ultroid
Redxlegend007/catuserbot,0,2022,313,6,User,Python,13046,sandy1709/catuserbot:slim-buster,sandy1709/catuserbot
ReeceHoffmann/virtool,5,2021,541,18,User,None,389253,virtool/external-tools:0.2.0,virtool/external-tools
Regabs/Genarate-PDF-Python,2,2020,332,7,User,Python,470,tiangolo/uwsgi-nginx-flask:python3.8,tiangolo/uwsgi-nginx-flask
Reignable/bookshelf,0,2021,96,5,User,None,4377,node:16,node
Reisvmr/borgbackup-docker,5,2020,1309,35,User,None,30,ubuntu:focal,ubuntu
RekGRpth/gar.docker,6,2022,1541,49,User,Shell,6091,ghcr.io/rekgrpth/gost.docker:latest,ghcr.io/rekgrpth/gost.docker
Rekulous/CloneCord-Bot,7,2021,352,9,User,Python,23430,python:slim-bullseye,python
ReliefApplications/emrs-safe-backend,0,2021,180,9,Organization,TypeScript,4077,base,base
RemDelaporteMathurin/planets,7,2020,314,11,User,Python,7423874,ubuntu,ubuntu
Remek953/Auction_cars,2,2021,175,7,User,HTML,96,python:3,python
RenanTelles/conversao-peso,0,2021,674,18,User,C#,698,base,base
RenatoBrittoAraujo/fullcycle-docker-desafio1,1,2021,297,8,User,Dockerfile,0,scratch,scratch
Reonu/HackerSM64,5,2020,488,14,Organization,C,47109,ubuntu:18.04,ubuntu
ReplicaTest/REPLica,5,2021,444,14,Organization,Idris,327,ubuntu:20.04,ubuntu
Reptarsrage/looking-glass-service,1,2022,338,15,User,TypeScript,2118,build,build
Reptoh/readk.it-web,10,2021,925,45,User,Python,4180,node:14-alpine,node
RequestNetwork/requestNetwork,4,2022,201,10,Organization,TypeScript,21003,node:16-alpine,node
ResearchComputing/RCAMP,11,2021,1990,41,Organization,Python,787,centos:8,centos
ReseauEntourage/entourage-ror,7,2021,2804,40,Organization,Ruby,12664,prod,prod
ReshmaRegijc/book,0,2021,0,0,User,Python,5567,,
Retch/docker-keepsolid-vpn,7,2021,1069,23,User,Shell,46,alpine:3.13,alpine
RetroLX/RetroLX,2,2021,1202,53,Organization,Python,618716,ubuntu:20.10,ubuntu
Retropen-Bar/smashtheque-app,2,2021,1280,16,Organization,Ruby,3648,leikir/ruby-bundler-node-yarn-and-extras:ruby-2.6.6-node-14.16.1-slim,leikir/ruby-bundler-node-yarn-and-extras
Revadike/epicgames-freebies-claimer,0,2021,721,20,User,JavaScript,193,node:16-alpine3.12,node
Revolution-Populi/revpop-core,9,2021,2348,67,Organization,C++,2146,phusion/baseimage:18.04-1.0.0,phusion/baseimage
Revolyssup/meshery-kuma,2,2022,1401,27,User,Go,8235,gcr.io/distroless/nodejs:14,gcr.io/distroless/nodejs
Revolyssup/meshery-osm,1,2022,977,25,User,Go,927,gcr.io/distroless/nodejs:16,gcr.io/distroless/nodejs
ReyDevYT/Phishing-link-detector,1,2021,367,5,User,None,5498,python:3.8-slim,python
Rfvgyhn/docker-avorion,2,2021,1915,44,User,Shell,56,debian:stretch-slim,debian
RhineLT/zpan,3,2021,181,7,User,Go,38416,debian:10,debian
Rhysn/Run_JDScripts_Docker,9,2022,1314,25,User,Shell,1064,ubuntu:20.04,ubuntu
Richard-Alvarez/protecta.laft.front,1,2021,98,5,User,HTML,8036,teracy/angular-cli:8.3,teracy/angular-cli
RichardDavidsonTheGreat/CMPUT404-assignment-web-client,15,2019,665,14,User,Python,35,ubuntu:18.10,ubuntu
RichardPilbery/api,2,2021,602,21,User,None,1705,node:12.8-alpine,node
RickalineD634/endlessh,2,2019,202,9,User,None,85,alpine:3.9,alpine
Ridhwana/forem,1,2020,13,1,User,Ruby,767999,,
Ridley41/Outpost-R505,12,2021,2461,61,User,DM,308657,byond,byond
RightlyGroup/compliant-social-app-django,6,2019,163,4,Organization,None,2487,themattrix/tox-base,themattrix/tox-base
RikkRenner/REST-API-week1,3,2021,109,7,User,JavaScript,55,node:14,node
Rikku-x/just-the-docs,1,2020,197,8,User,SCSS,6330,ruby:2.6,ruby
Risersoft/Appfx,4,2020,217,10,Organization,HTML,29789,jekyll/jekyll,jekyll/jekyll
Riverscapes/riverscapes-tools,41,2021,4744,67,Organization,Python,21712,WORKER,WORKER
RiyanRIS/bahagia-bot,8,2021,212,10,User,JavaScript,36499,buildkite/puppeteer:latest,buildkite/puppeteer
RobIsr/ezy-backend,0,2021,149,5,User,JavaScript,5426,node:alpine,node
RobVermazeren/qmk_firmware,2,2021,100,4,User,C,187314,qmkfm/qmk_cli,qmkfm/qmk_cli
Robert-W/react-rust,5,2021,1083,21,User,JavaScript,772,alpine:latest,alpine
RobertKrawitz/benchmark-runner,8,2022,2375,30,User,Python,123355,quay.io/centos/centos:stream8,quay.io/centos/centos
RobertoDomingosCS19/intro-to-semgrep,3,2021,1427,33,User,TypeScript,33455,node:12-alpine,node
RobertoRoos/pyads,4,2020,404,8,User,Python,1890,python:${python_version},python
Robinlovelace/dockertags,0,2021,42,2,User,Dockerfile,26,ubuntu:20.04,ubuntu
Robinlovelace/geocompr,5,2021,380,9,User,R,109872,geocompr/geocompr,geocompr/geocompr
RoboMagus/docker-yumrepo,5,2021,1767,33,User,Shell,33,nginx:1.21.0-alpine,nginx
RobotecAI/scenario_simulator_v2,6,2021,1165,22,Organization,C++,243104,ros:${ROS_DISTRO},ros
Roboteerservermms/IoT_server,4,2021,345,8,Organization,CSS,62884,python:3.9,python
RocketryLabs/cult,3,2021,211,7,Organization,Go,14319,alpine:latest,alpine
Rockman18/qmk_firmware,2,2021,100,4,User,C,206442,qmkfm/qmk_cli,qmkfm/qmk_cli
RodriSanchez1/cboard,0,2022,349,11,User,JavaScript,174094,nginx:stable-alpine,nginx
RodrigoGrz/RentX,1,2021,116,7,User,TypeScript,804,node,node
Roedt/ringesentralen-backend,2,2022,1052,21,Organization,Kotlin,1346,registry.fedoraproject.org/fedora-minimal,registry.fedoraproject.org/fedora-minimal
RoganMatrivski/scanservjs,6,2021,2203,51,User,JavaScript,16934,node:14-buster-slim,node
RohanNagar/dropwizard-template,1,2020,236,5,User,Java,2963,openjdk:11-jre,openjdk
RohitSinghYadav1510/FlaskApp,4,2021,304,8,User,Python,30,python:3.9.4,python
Rohith-sreedharan/VCPlayerBot,8,2021,319,10,User,Python,239,nikolaik/python-nodejs:python3.9-nodejs16,nikolaik/python-nodejs
Rohithbotusers/Shu-Kurenai,2,2021,1620,64,User,Python,1919,python:3.8.5-slim-buster,python
Rohithbotusers/free-de-la-hoya,2,2021,1700,64,User,Python,935,python:3.8.5-slim-buster,python
RokuOrg/RokuAuthService,2,2021,276,10,Organization,TypeScript,82,node,node
RomainPruvostMHH/openapi-generator,0,2020,1294,18,User,Java,526021,maven:3.6.3-jdk-11-openj9,maven
Romiandy/docs,2,2021,2883,47,User,None,614591,production,production
Romo61/next-strapi-idealcoaching,2,2021,1416,24,User,TypeScript,607,node:14-alpine,node
RonAk47/slam-mirrorbot,2,2021,409,13,User,Python,921,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
RonKewish36/build-your-own-radar,0,2021,132,6,User,JavaScript,2653,node:10.15.3,node
RooSoft/steer,10,2021,879,30,User,Elixir,952,alpine:latest,alpine
RoryMMMM/rocrate-maker-fast-api,0,2021,427,2,User,Python,8,tiangolo/uvicorn-gunicorn-fastapi:python3.9,tiangolo/uvicorn-gunicorn-fastapi
