repo_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
jayakhan/content-extract-v1,4,2021,937,10,User,Python,65,python:3.9-slim,python
jaydave/Amass,3,2021,423,16,User,Go,298357,alpine:latest,alpine
jaydipoo7/zeebe,7,2020,1632,37,User,Java,82210,${APP_ENV},${APP_ENV}
jaygreco/qmk_firmware,2,2021,100,4,User,C,215682,qmkfm/qmk_cli,qmkfm/qmk_cli
jayluxferro/enersmart,3,2021,534,13,User,CSS,13787,heroku/heroku:18,heroku/heroku
jayrepo/docker-nodejs-chrome,9,2022,1924,33,User,Dockerfile,39,node:current-slim,node
jayrfs/kidneybot,0,2021,208,6,User,Python,3170,kenhv/kensurbot:debian,kenhv/kensurbot
jaysonsantos/dd-wrt-wol,0,2021,289,5,User,Rust,153,debian:buster-slim,debian
jayunit100/kpng,6,2021,546,16,User,Go,1642,alpine:3.13,alpine
jaywcarman/manageiq,3,2020,890,18,User,None,277778,manageiq/manageiq-ui-worker:${IMAGE_REF},manageiq/manageiq-ui-worker
jbampton/One,19,2022,1813,44,User,C,2243,alpine:latest,alpine
jbemmel/srl-baseimage,18,2022,6633,52,User,Python,60,ghcr.io/nokia/srlinux:$SR_LINUX_RELEASE,ghcr.io/nokia/srlinux
jbemmel/srl-evpn-proxy,14,2022,4696,28,User,Python,797,target-image,target-image
jboxman/openshift-docs,6,2020,193,5,User,HTML,535747,centos:8,centos
jbrennan333/cudf,5,2021,2684,59,User,None,102371,nvidia/cuda:${CUDA_VERSION}-devel-${LINUX_VERSION},nvidia/cuda
jbrockmendel/pandas,8,2022,1688,25,User,Python,271362,quay.io/condaforge/miniforge3,quay.io/condaforge/miniforge3
jbruchon/elks,2,2021,1286,30,User,C,24061,ubuntu:20.04,ubuntu
jbwyke/MyPipeLine,1,2021,162,4,User,Java,82,openjdk:8-jdk-alpine,openjdk
jcamposmk/doppler-webapp,0,2022,596,14,User,JavaScript,29225,nginx:1.21.6-alpine,nginx
jcantosz/cfstep-aws-secrets-manager,0,2021,306,11,User,Python,59,python:3.9.6-alpine3.14,python
jcarlosv/man,8,2020,425,11,User,SCSS,19220,ruby:2.7.1,ruby
jccit/headscale,1,2021,425,13,User,None,3130,ubuntu:20.04,ubuntu
jcelerier/llvm-mingw,6,2021,2929,44,User,None,863,ubuntu:18.04,ubuntu
jcexp/simplebank,4,2021,522,17,User,Go,167,alpine:3.13,alpine
jchelp/conversao-peso,0,2021,567,15,User,C#,912,base,base
jcheron/FrameworkBenchmarks,9,2021,974,15,User,Java,304352,buildpack-deps:bionic,buildpack-deps
jchima/container-ci-demo,1,2021,189,4,User,Java,227,openjdk:8-jdk-alpine,openjdk
jchow90/goof,2,2021,222,10,User,None,5571,node:14.1.0,node
jchuang1977/docker-yocto,17,2021,2597,30,User,Shell,56,ubuntu:20.04,ubuntu
jcjones/maxctrl_exporter,1,2021,255,6,User,Go,27,golang:1.17,golang
jclgoodwin/bustimes.org,5,2022,338,10,User,Python,16104,python:3.10-bullseye,python
jcolson/dndvault-bot,8,2022,1262,14,User,JavaScript,11411,base,base
jcraigk/kudochest,11,2022,750,29,User,Ruby,2419,ruby:3.1.2-slim,ruby
jcreach/go-skype-bridge,5,2020,753,16,User,Go,633,alpine:latest,alpine
jcvenegas/man,8,2020,425,11,User,None,15838,ruby:2.7.1,ruby
jdaws97/crypto-price-v2,0,2021,232,7,User,JavaScript,1592,node:14.17.6-buster,node
jdebloat/jdebloat,3,2020,554,12,Organization,Python,28789,archlinux/base,archlinux/base
jdeep-gcp/CI-with-Jenkins-in-AWS-Demo,0,2021,154,3,User,HTML,134,tomcat:8.0.20-jre8,tomcat
jdmichaud/site,3,2020,102,4,User,HTML,19249,nginx:1.13.8,nginx
jdorigao/batocera.linux,2,2022,1181,51,User,Python,741589,ubuntu:22.04,ubuntu
jdrouet/catapulte,4,2021,1281,31,User,Rust,1129,debian:buster-slim,debian
je0ngyun/cardmeBE,1,2021,115,5,User,Java,358,java:8,java
jean-louis67/photoprism,0,2021,125,3,User,Go,86350,photoprism/development:20200509,photoprism/development
jean1042/plugin-azure-cloud-services,2,2020,493,17,User,Python,784,python:3.8,python
jean1042/plugin-grafana-monitoring-webhook,2,2021,509,18,User,Python,126,python:3.8,python
jeana-redhat/openshift-docs,6,2020,193,5,User,HTML,640627,centos:8,centos
jeandsontb/API-Projects-RocketSeat,1,2021,115,7,User,TypeScript,805,node,node
jeanmolossi/super-duper-adventure,2,2021,94,4,User,Go,105,golang:1.16-alpine,golang
jeanp413/TypeScript,2,2020,252,6,User,TypeScript,1288437,node:current,node
jebblewhite/dotascraper,8,2021,743,15,User,Python,13946,python:3.8-slim-buster,python
jedbrooke/golem-auto-editor,5,2021,328,6,User,Python,128,python:3.9-slim,python
jeedom/core,1,2020,173,6,Organization,PHP,310874,debian:10,debian
jeejakp12/pytorch,7,2022,2931,64,User,C++,861321,official,official
jeevansc/sample-pro-1,2,2021,202,9,User,Python,9,python:3.7-alpine,python
jeffdc/gallformers,2,2022,1628,22,User,TypeScript,29489,node:16-alpine,node
jefferson/bankapi,1,2021,882,18,User,C#,84,base,base
jega128n/kube-native,0,2020,109,6,User,None,140,node:8.10.0,node
jeicoo/frontend-clock,0,2021,292,10,User,TypeScript,139,nginx:1.20-alpine,nginx
jeizenga/vg,21,2022,5853,77,User,C++,62969,base,base
jellyfin/JavascriptSubtitlesOctopus,1,2021,473,22,Organization,Python,44648,emscripten/emsdk:2.0.20,emscripten/emsdk
jellyfin/jellyfin,9,2022,4353,63,Organization,C#,53925,app,app
jembi/openhim-mediator-mapping,0,2020,126,7,Organization,JavaScript,3749,node:erbium-alpine,node
jemsgit/poster-admin,2,2021,186,9,User,TypeScript,199,node:14,node
jenhuynh/recipe-blog,1,2021,571,25,User,JavaScript,764,node:lts-alpine,node
jenkins-infra/jenkins.io,3,2022,1110,26,Organization,HTML,538499,nginx:1.17,nginx
jenkins-x/jx-docs,1,2019,64,4,Organization,HTML,211486,abiosoft/caddy,abiosoft/caddy
jenkinsci/kubernetes-operator,0,2022,949,21,Organization,Go,21636,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
jenkoian/hacktoberfest-checker,0,2021,425,10,User,JavaScript,16740,node:lts-alpine,node
jenni-niels/districtr,0,2019,199,8,User,JavaScript,751008,nginx:alpine,nginx
jenniew/udap-analytic-zoo-examples,30,2021,9684,249,User,None,10903,oracle-base,oracle-base
jenny-s51/keycloak-admin,0,2021,257,7,User,TypeScript,62206,quay.io/keycloak/keycloak:15.0.2,quay.io/keycloak/keycloak
jentrata/jentrata-msh,3,2019,538,10,Organization,Java,2006,jentrata/jentrata-msh:3,jentrata/jentrata-msh
jeongcode/jeongcode.github.io,1,2021,197,8,User,SCSS,66447,ruby:2.6,ruby
jeppard/einkaufsliste,1,2021,188,7,User,TypeScript,562,node:16-alpine,node
jeremydonahue/aws-load-balancer-controller,2,2021,1026,25,User,None,151672,bin-${TARGETOS},bin-${TARGETOS}
jeremymoreau/covid19mtl,4,2021,441,8,User,Python,735029,python:3.9.7-slim-buster,python
jericks/geometry-ws,3,2019,141,4,User,Java,1096,openjdk:8u171-alpine3.7,openjdk
jerojasy/gateway-realtime,4,2021,311,9,User,HTML,3249,python:3.8.3-alpine,python
jerome13250/p9_mediscreen,4,2021,1609,20,User,Java,1229,openjdk:8-jre-alpine,openjdk
jespersoderlund/ratelimit,1,2020,412,11,User,Go,677,alpine:3.11,alpine
jess-x/jupyterlab,6,2022,1668,29,User,TypeScript,161246,mambaorg/micromamba:0.14.0,mambaorg/micromamba
jesse-ai/jesse,15,2022,858,23,Organization,Python,11737,jesse_with_test_${TEST_BUILD},jesse_with_test_${TEST_BUILD}
jesse-public/dns-resolution,4,2022,514,10,User,Dockerfile,30,,
jesse-public/dns-resolver,4,2022,514,10,User,Dockerfile,30,,
jesse-public/reverse-proxy,2,2021,498,13,User,Dockerfile,6,nginx:alpine,nginx
jessenich/docker-alpine,5,2021,3692,84,User,Shell,195,root,root
jessenich/docker-mssql-server,1,2021,3118,74,User,Shell,4653,mcr.microsoft.com/mssql/server:"${VARIANT}",mcr.microsoft.com/mssql/server
jessepope/swap-meet,8,2021,763,18,User,Python,39,continuumio/anaconda3:latest,continuumio/anaconda3
jesshuck/REST-API-starter,3,2021,123,7,User,JavaScript,554,node:14-alpine,node
jesuslobo/librephotos,34,2021,2884,81,User,Python,78758,ubuntu:16.04,ubuntu
jetexe/cookiecutter-docker,1,2022,643,13,User,Dockerfile,5306,python:3.10.5-alpine,python
jeysonlr/olimpiadas-api,6,2021,1952,19,User,PHP,581,php:7.3-apache,php
jfederico/greenlight,11,2022,2323,43,User,Ruby,12789,base,base
jfederico/scalelite,22,2022,3183,85,User,Ruby,900,application,application
jfgiraud/jfgiraud.github.io,23,2021,838,25,User,JavaScript,755,alpine:3.13,alpine
jfix71/pytorch,7,2020,2591,56,User,None,559863,official,official
jfrostburke/snex2,4,2022,352,7,User,Python,4504,python:3.7.3-slim-stretch,python
jgarverick/app-insights-fileparser,0,2021,1108,19,User,C#,18,base,base
jgnanaseelan/task10,4,2021,682,11,User,Dockerfile,1,centos7:latest,centos7
jgstew/jgstew-recipes,9,2021,2271,28,User,Python,422,ubuntu:latest,ubuntu
jgsun/code-server,3,2022,4209,33,User,Python,49731,codercom/code-server:latest,codercom/code-server
jgurr4/Portfolio,1,2021,178,4,User,HTML,171851,adoptopenjdk/openjdk16:alpine-jre,adoptopenjdk/openjdk16
jgurr4/springPractice,1,2021,208,4,User,Java,241,openjdk:16-jdk-alpine,openjdk
jh244212647/mindoc,23,2021,6011,71,User,Go,86127,ubuntu:focal,ubuntu
jhassine/server-ip-addresses,2,2020,115,5,User,Shell,40860,alpine:3.12,alpine
jhd2best/snapshot-hub,3,2020,697,11,User,None,736,node:14.0-slim,node
jheinen/GR.jl,16,2022,1584,30,User,Julia,19740,jupyter/base-notebook,jupyter/base-notebook
jhernandez06/university,6,2021,538,11,User,CSS,46146,alpine,alpine
jhidalgo3/docker-squid,3,2021,277,7,User,Mustache,9,alpine:3.13.5,alpine
jhipster/generator-jhipster,5,2021,2040,56,Organization,JavaScript,119132,ubuntu:20.04,ubuntu
jhoffman-ms/doppler-webapp,0,2021,554,12,User,JavaScript,29166,nginx:1.21.1-alpine,nginx
jhuntwork/merelinux,3,2021,452,14,User,Shell,14770,scratch,scratch
ji-k/itinerari,6,2021,597,17,User,Python,32594,python:3.9,python
jiangdata/jiangdata.github.io,3,2020,159,5,User,HTML,68883,jekyll/jekyll,jekyll/jekyll
jianmarf/memcached-operator,0,2021,776,14,User,Go,9313,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
jianrongzhang89/mongodb-atlas-kubernetes,0,2022,1360,30,User,Go,2101,registry.access.redhat.com/ubi8/ubi-minimal:8.4-205.1626828526,registry.access.redhat.com/ubi8/ubi-minimal
jianshaow/openwrt_packit,0,2021,182,4,User,Shell,59643,scratch,scratch
jiaquan1/bazel-buildfarm,9,2021,641,7,User,Java,31579,ubuntu:18.04,ubuntu
jiaweioss/first,0,2021,235,5,User,Java,431,openjdk:15,openjdk
jil8885/hyuabot-backend-golang,2,2021,327,11,User,Go,107,golang:1.15.11-alpine3.13,golang
jim-kim-playground/my-assets,2,2021,1348,22,User,TypeScript,860,node:alpine,node
jimangel/website,8,2022,1217,32,User,HTML,348054,golang:1.18-alpine,golang
jimenalozano/face-generator,2,2021,259,7,User,Python,2407959,tensorflow/tensorflow:1.14.0-gpu-py3,tensorflow/tensorflow
jimjag/ort,8,2022,7091,114,User,Kotlin,114865,run,run
jimman2003/OpenLibrary-GraphQL,1,2021,687,6,User,TypeScript,31,denoland/deno:latest,denoland/deno
jin-cloud-max/rentx,1,2021,118,7,User,TypeScript,448,node,node
jina-ai/benchmark,5,2021,235,8,Organization,Python,47672,jinaai/jina:$JINA_VER,jinaai/jina
jincy-p-janardhanan/SPP-Pneumonia-Net,1,2021,186,7,User,Python,130143,shosoar/alpine-python-opencv,shosoar/alpine-python-opencv
jing207/rustdesk,12,2021,882,16,User,Rust,999,debian,debian
jinnu92/grafana,8,2021,2611,63,User,None,414323,alpine:3.13,alpine
jinnu92/redash,5,2019,1381,39,User,None,19977,python:3.7-slim,python
jinyinglee/portal20,10,2021,1064,19,User,JavaScript,16169,python:3.8.11-slim,python
jinzaizhichi/acme.sh,7,2022,1567,65,User,Shell,5510,alpine:3.15,alpine
jiradeto/AFLplusplus,15,2021,2907,52,User,C,28665,ubuntu:20.04,ubuntu
jiramot/express-oauth2-sso-web,1,2021,394,13,User,TypeScript,51,node:14.15-alpine3.12,node
jiridanek/qpid-dispatch,5,2021,3226,11,User,Python,43748,centos:7,centos
jiteshsuthar/hellonodejsdocker,1,2021,112,7,User,JavaScript,5,node:14,node
jithinjosejacob/playwright_stag,14,2021,717,15,User,JavaScript,786,mcr.microsoft.com/playwright:bionic,mcr.microsoft.com/playwright
jiyuujin/admin,1,2021,648,14,User,TypeScript,36300,node:14.14.0-alpine,node
jjcong/springboot-demo,2,2021,488,8,User,Java,1399,java:8,java
jjdelorme/Aspnet6React,4,2022,868,23,User,C#,1829,mcr.microsoft.com/dotnet/nightly/runtime-deps:7.0-alpine,mcr.microsoft.com/dotnet/nightly/runtime-deps
jjdelorme/EventsSample,4,2022,868,23,User,C#,1829,mcr.microsoft.com/dotnet/nightly/runtime-deps:7.0-alpine,mcr.microsoft.com/dotnet/nightly/runtime-deps
jjlin/jenkins-docker,1,2021,2086,37,User,Dockerfile,32,jenkins/jenkins:lts,jenkins/jenkins
jkarppinen/munin,4,2020,438,10,User,Perl,18513,munin:base,munin
jkilzi/assisted-ui,4,2022,879,25,User,TypeScript,7662,registry.access.redhat.com/ubi8/nginx-120,registry.access.redhat.com/ubi8/nginx-120
jkreft-usgs/wdfn-blog,11,2022,803,17,User,HTML,243298,debian:stretch-slim,debian
jkroepke/alertmanager,1,2020,713,18,User,Go,38109,quay.io/prometheus/busybox-${OS}-${ARCH}:latest,quay.io/prometheus/busybox-${OS}-${ARCH}
jlanik/constexprstring,14,2021,279,7,User,C++,44,rhub/fedora-clang,rhub/fedora-clang
jlebon/coreos-assembler,7,2020,1134,19,User,Go,69450,registry.fedoraproject.org/fedora:32,registry.fedoraproject.org/fedora
jleedev/alltheplaces,4,2021,349,11,User,Python,7496,python:3.9,python
jleven/docs,2,2021,2883,47,User,None,624666,production,production
jlrzarcor/Estadistica-Computacional-fall2021,5,2021,310,8,User,Shell,18676,jupyter/datascience-notebook,jupyter/datascience-notebook
jmciver/cs554-runtime,2,2021,289,15,User,Dockerfile,7,riscv64/ubuntu:20.04,riscv64/ubuntu
jmcmillan1/smack-portfolio,6,2021,743,18,User,C,8499,ubuntu:20.04,ubuntu
jmkristian/sftpgo,7,2021,2386,35,User,Go,13116,debian:bullseye-slim,debian
jmmaloney4/roon-docker-image,6,2022,1531,24,User,Dockerfile,85,ubuntu@sha256:db6534670045ca4e47bcf76fe2c0a992c44b9f4d641c833f7cfac0377d702821,ubuntu@sha256
jmpark6846/smallissue-backend,3,2021,172,8,User,Python,1580,python:3,python
jmscatena/conversao-peso,0,2021,522,12,User,C#,689,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
jmscatena/conversao-temperatura,0,2021,124,7,User,EJS,14,node:16.10.0,node
jmservera/legacyvb6ink8s,6,2021,1808,24,User,VBA,2029,mcr.microsoft.com/windows/servercore:ltsc2019,mcr.microsoft.com/windows/servercore
jmunta-tlx/release-versions-check,0,2021,270,9,User,Java,331,openjdk:12-jdk,openjdk
jmwurst/aws-fsx-csi-driver,2,2021,997,10,User,Go,11538,amazonlinux:2,amazonlinux
jnafolayan/axle,2,2021,245,6,User,C#,1089,mcr.microsoft.com/dotnet/aspnet:3.1,mcr.microsoft.com/dotnet/aspnet
jnlin/gitea,5,2022,1513,49,User,Go,243444,alpine:3.16,alpine
jnunemaker/flipper,3,2022,410,8,User,Ruby,6167,ruby:3.0,ruby
joakimkistowski/perftest,4,2021,189,4,User,Dockerfile,5,ubuntu:bionic,ubuntu
joanlb/net-app-python,4,2019,163,8,User,Shell,10,alpine,alpine
joaom182/learn-prisma,1,2021,87,6,User,TypeScript,117,node:lts,node
joaomarcuslf/workspace-configs,11,2021,208,8,User,Dockerfile,3,ubuntu:14.04,ubuntu
joaopaulopmedeiros/mercurio,0,2021,244,7,User,TypeScript,514,node:12,node
joaophi/core,1,2021,1118,26,User,Python,265973,${BUILD_FROM},${BUILD_FROM}
jobscale/cdn,0,2021,170,6,User,Dockerfile,1934,nginx:alpine,nginx
jobscale/ec-cube,15,2021,3797,89,User,PHP,138765,php:7.4-apache-bullseye,php
jobscale/jsxjp,1,2021,165,7,User,JavaScript,2774,node:buster-slim,node
jobscale/node-express-ejs-authorization,1,2021,165,7,User,JavaScript,68,node:buster-slim,node
jobscale/tetris,0,2022,170,6,User,JavaScript,53,nginx:alpine,nginx
jobtome-labs/docker-registry-cleaner,3,2021,642,14,Organization,Go,9,alpine:3.13,alpine
jobtome-labs/trj,6,2021,500,13,Organization,Dockerfile,7,python:3.8.8,python
jochemthart1/GeoHealthCheck,5,2021,2963,59,User,Python,18606,python:3.7.9-alpine3.11,python
jochenklar/chemotion_ELN,15,2021,2194,38,User,None,16428,phusion/passenger-ruby24:0.9.30,phusion/passenger-ruby24
joe-elliott/cert-exporter,0,2021,304,12,User,Go,14858,alpine:3.15.0,alpine
joe-salomon/hicdex,9,2021,1125,24,User,Python,676,python:3.8-slim-buster,python
joe-taylor/ckan-ui,2,2021,264,10,User,Vue,5474,node:lts-alpine,node
joeg1307/ibmcloud-cnb-docker,16,2021,1629,25,User,Dockerfile,54,ubuntu:21.10,ubuntu
joeitu/community-server,0,2021,1406,18,User,TypeScript,14322,node:lts-alpine,node
joelakes/TCD-Hyrax-Web-App,1,2021,570,13,Organization,Ruby,95934,registry.gitlab.com/notch8/dev-ops/samvera:latest,registry.gitlab.com/notch8/dev-ops/samvera
joelanford/operator-registry,2,2022,1185,23,User,Go,51926,registry.ci.openshift.org/ocp/4.8:base,registry.ci.openshift.org/ocp/4.8
joelbohnes/compose,15,2021,2920,90,User,None,21415,runtime-${DISTRO},runtime-${DISTRO}
joelsmith/vertical-pod-autoscaler-operator,0,2021,578,10,User,Go,18908,registry.ci.openshift.org/openshift/origin-v4.0:base,registry.ci.openshift.org/openshift/origin-v4.0
joelvaneenwyk/docker-transmission-openvpn,10,2021,3651,71,User,Shell,47816,ubuntu:20.04,ubuntu
joeothenons/Jukebox,7,2021,982,18,User,TypeScript,138,hazmi35/node:16-alpine,hazmi35/node
joernio/joern,5,2021,513,9,Organization,Scala,123706,alpine:latest,alpine
joeyblake/docker-phpcs-wordpress,6,2021,1388,24,User,Dockerfile,8,php:7.3-alpine,php
jog1t/aye-bucko,1,2021,293,10,User,TypeScript,315,node:current-alpine,node
johannesjo/super-productivity,1,2021,660,13,User,TypeScript,45974,nginx:1-alpine,nginx
johanthoren/bibcal,4,2022,2194,45,User,Clojure,621,scratch,scratch
john-dupuy/ibutsu-server,3,2020,299,6,User,None,12157,tiangolo/uwsgi-nginx-flask:python3.6,tiangolo/uwsgi-nginx-flask
john-ezra/qmk_firmware,2,2021,100,4,User,C,194516,qmkfm/qmk_cli,qmkfm/qmk_cli
johnbabu021/quiz-app,0,2021,365,7,User,JavaScript,276,node:lts-alpine,node
johnpbloch/build-wp,1,2019,422,12,User,PHP,118425,ubuntu:18.04,ubuntu
johnperez416/doctl,6,2021,634,24,User,None,54947,alpine:3.12,alpine
johnpham739/bug-free-spoon,1,2021,163,4,User,Java,84,openjdk:8-jdk-alpine,openjdk
johnshivers3/Knews,6,2021,594,17,User,Python,8079,python:3.9,python
johnsonr/nodetest,0,2021,133,7,User,Dockerfile,8,node:14-buster-slim,node
johnwilkins/openshift-docs,6,2020,193,5,User,HTML,626899,centos:8,centos
johscheuer/fdb-kubernetes-operator,0,2022,1939,40,User,Go,33559,docker.io/debian:bullseye,docker.io/debian
joint-online-judge/cb4,8,2020,1909,43,Organization,Python,6428,ubuntu:18.04,ubuntu
joka921/QLever,6,2021,2023,32,User,C++,119699,base,base
joker7blue/Robots-Friends,1,2021,207,6,User,JavaScript,1132,node:14.17,node
joltgeorge/tss,6,2021,610,21,User,Go,7901,alpine:latest,alpine
jonahsnider/maroon,1,2022,554,16,User,TypeScript,3822,node:16.14.0-alpine,node
jonasson2/voting,2,2021,340,13,User,Python,16343,nikolaik/python-nodejs:python3.9-nodejs16,nikolaik/python-nodejs
jonatan-ivanov/prometheus,2,2021,1270,25,User,Go,142329,quay.io/prometheus/busybox-${OS}-${ARCH}:latest,quay.io/prometheus/busybox-${OS}-${ARCH}
jonatan1609/GroupManagerBot,1,2021,593,22,User,Python,86,python:3.9.7-alpine,python
jonatasoli/fast-ecommerce-back,3,2020,207,7,User,Python,1061,python:3.7-slim,python
jonathanGR3450/laravel-1,7,2021,1233,31,User,PHP,705,php:7.4-fpm,php
jonathanGroupRoot/api-rentalx,1,2021,117,7,User,HTML,1023,node,node
jonathanreveille/yuki_app,6,2021,428,16,User,Python,36773,python:3.8,python
jonathanvila/keycloak-operator,3,2021,565,11,User,Go,11437,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
jonhilgart22/go-trader,11,2022,774,19,User,Jupyter Notebook,8094,lambci/lambda:build-python3.8,lambci/lambda
jonhue/TypeScript,2,2020,252,6,User,TypeScript,1567209,node:current,node
jonny7/quetzal,3,2021,445,13,User,Go,293,scratch,scratch
jonohill/docker-rclone-serve,1,2022,345,8,User,Python,20,rclone/rclone:1.58.1,rclone/rclone
jonohill/terraform-aws-deadtous,0,2021,121,2,User,HCL,15,jonoh/deadtous:${TAG},jonoh/deadtous
jonstout/OESS,10,2021,468,10,User,JavaScript,23866,centos:7,centos
jonzarecki/common,4,2020,1304,28,User,Python,230,nvidia/cuda:10.2-cudnn8-devel-ubuntu16.04,nvidia/cuda
joohyun223/db_readbook,2,2021,140,8,User,JavaScript,3370,node:16-alpine,node
jopit/gitops-operator,0,2022,880,17,User,Go,36322,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
jopul77/frontend-containers,8,2021,1192,26,User,TypeScript,426,nginx:1.17,nginx
joramk/haproxy,7,2021,2702,88,User,Shell,164,		alpine:$ALPINE_VERSION,		alpine
jordan-bohmbach/saiddit,6,2021,592,17,User,Python,1492,python:3.9,python
jordan-rash/wash,4,2022,1811,44,User,Rust,1490,scratch,scratch
jordanrjdev/pelis,1,2021,193,9,User,TypeScript,1252,node:16-alpine,node
jordelca/go-docker,3,2021,194,6,User,Go,4,golang:latest,golang
jorgehuck/esqueleto-express-ts,0,2021,400,7,User,TypeScript,36,node:14,node
jorgelbg/lychee,2,2021,1394,19,User,Rust,1964,debian:buster-slim,debian
jorgeluh/mslearn-aks-deployment-pipeline-github-actions,6,2021,574,7,User,HTML,237,nginx:1.18,nginx
joschahenningsen/TUM-Live,2,2022,932,24,User,Go,3753,alpine:3.16,alpine
josecarlosgonzalezv/Chi,8,2022,1170,30,User,Pug,368505,node:dubnium-buster,node
josecmojap/dart_pub,0,2021,428,11,User,Dart,2871,subfuzion/dart:slim,subfuzion/dart
joselcvarela/directus,0,2021,1438,8,User,TypeScript,333019,node:${NODE_VERSION},node
joselsegura/insights-results-smart-proxy,4,2021,1365,11,User,Go,21148,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
josemunozr/video-platform-api-server,0,2020,150,8,User,JavaScript,242,node:12.18.3-alpine,node
joseph-v/delfin,8,2021,941,12,User,Python,2115,ubuntu:18.04,ubuntu
josevh/CST438-Register-backend-jherreragallegos,3,2021,504,13,User,Java,150,openjdk:11-jdk-buster,openjdk
josh-fell/airflow,1,2022,61387,1123,User,Python,167565,${PYTHON_BASE_IMAGE},${PYTHON_BASE_IMAGE}
josh-project/josh,1,2022,2794,89,Organization,Rust,6200,debian:bullseye,debian
joshDamian/metaplex,3,2021,1231,21,User,TypeScript,42291,node:14.17.3-alpine,node
joshirog/Compass.Security,1,2021,711,17,User,C#,16820,base,base
joshproehl/exbin,9,2021,1591,35,User,Elixir,5577,debian:stable-slim,debian
joshprzybyszewski/cribbage,1,2021,1761,40,User,Go,27554,scratch,scratch
joshraker/cadvisor,2,2021,910,21,User,Go,51790,quay.io/aptible/ubuntu:12.04,quay.io/aptible/ubuntu
joshuaminwookang/yosys,4,2019,965,39,User,C++,22003,base,base
josmanban/tunubi-python-interview,1,2021,150,6,User,Python,12,python:3.8,python
josrego/interview-calendar-api,2,2021,170,5,User,Java,25,openjdk:11,openjdk
jotak/console,2,2020,901,15,User,None,174904,openshift/origin-base,openshift/origin-base
jotak/goflow2-kube-enricher,2,2021,324,9,User,None,6247,netsampler/goflow2:latest,netsampler/goflow2
jouve/pgadmin4-1,8,2021,7183,131,User,Python,215221,alpine:3.15,alpine
jp-olvera/jp-viaducto-components,0,2021,144,7,User,TypeScript,23237,node:12-stretch,node
jpacerqueira/Jupyter_Spark_H2O_Kafka_Client_Setup,1,2021,6189,107,User,Jupyter Notebook,17607287,ubuntu:18.04,ubuntu
jpacerqueira/project_lost_saturn,1,2021,6189,107,User,Jupyter Notebook,13398651,ubuntu:18.04,ubuntu
jparsai/f8a-pypi-insights,5,2021,791,16,User,Jupyter Notebook,189,registry.access.redhat.com/ubi8/python-36:latest,registry.access.redhat.com/ubi8/python-36
jparsai/gremlin-docker,12,2020,2907,46,User,Shell,155,registry.access.redhat.com/ubi8/ubi-minimal,registry.access.redhat.com/ubi8/ubi-minimal
jpburnett/oot,8,2021,884,25,User,C,112994,ubuntu:21.10,ubuntu
jpegleg/jenkins_storm,1,2021,871,6,User,Dockerfile,13,jenkins/jenkins:latest,jenkins/jenkins
jpl169/POPL2022Artifact,6,2021,1183,25,User,C,15331,ubuntu:20.04,ubuntu
jpopelka/packit-service-centosmsg,3,2021,571,16,User,Python,110,quay.io/packit/base,quay.io/packit/base
jpopelka/packit-service-fedmsg,3,2021,500,14,User,Python,557,quay.io/packit/base,quay.io/packit/base
jpower432/bundle,5,2022,2543,34,User,Go,24033,registry.access.redhat.com/ubi8/ubi,registry.access.redhat.com/ubi8/ubi
jpramos123/drift-backend,3,2022,630,15,User,Python,1262,registry.access.redhat.com/ubi8/python-38,registry.access.redhat.com/ubi8/python-38
jpramos123/historical-system-profiles-backend,3,2022,645,15,User,Python,445,registry.access.redhat.com/ubi8/python-38,registry.access.redhat.com/ubi8/python-38
jpramos123/system-baseline-backend,3,2022,630,15,User,Python,668,registry.access.redhat.com/ubi8/python-38,registry.access.redhat.com/ubi8/python-38
jpwilson/OurFamilySocials,2,2021,288,7,User,JavaScript,5900,python:3.8,python
jrday-fc/fauld,0,2021,205,7,User,Dockerfile,11,node:14-buster-slim@sha256:def3a1529489f23679f8a35e9410709cc3a0b8ae91b6065c7b7807863253990c,node
jrfree6/MoivesApiJwT,1,2021,229,8,User,Java,70,openjdk:8-jre-alpine,openjdk
jrhrmsll/tsgen,3,2021,312,11,User,Go,73,alpine:latest,alpine
jrjohnson/ilios,16,2022,12033,202,User,PHP,96213,php:8.1-apache,php
jsanda/k8ssandra-operator,0,2021,793,15,User,Go,2853,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
jsantalo/openapi-generator,0,2020,1294,18,User,Java,571217,maven:3.6.3-jdk-11-openj9,maven
jschirrmacher/homagix,2,2022,580,19,User,TypeScript,3469,node:14-alpine@sha256:06bc5a651beb7db09a66ceb99a1d19275810d5c9dca8fb9e1ad6d69355a2f42e,node
jschnapper/forecasts,4,2022,2638,55,User,Ruby,413,ruby:3.0.3-slim,ruby
