repo_name,file_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
ukwa/shine,ukwa/shine/Dockerfile,5,2020,1057,18,Organization,JavaScript,8291,openjdk:8-jre,openjdk
ukwa/webarchive-discovery,ukwa/webarchive-discovery/Dockerfile,1,2020,800,11,Organization,Java,13335,openjdk:8-jre,openjdk
umple/Umple,umple/Umple/umpleonlineDockerfile,2,2020,1641,22,Organization,Java,86789,umple/umpleonline-base:latest,umple/umpleonline-base
undefx/Automation,undefx/Automation/devdockerdatabaseDockerfile,1,2020,546,7,User,PHP,32,mariadb,mariadb
undefx/Automation,undefx/Automation/devdockerdriverDockerfile,6,2020,728,10,User,PHP,32,centos:7,centos
undefx/Automation,undefx/Automation/devdockerwebDockerfile,3,2020,634,8,User,PHP,32,php:7-apache,php
unt-libraries/django-premis-event-service,unt-libraries/django-premis-event-service/Dockerfile,15,2020,491,15,Organization,Python,458,python:3.7-stretch,python
usgs/earthquake-event-ws,usgs/earthquake-event-ws/Dockerfile,6,2020,1879,47,Organization,PHP,5037,${FROM_IMAGE},${FROM_IMAGE}
usgs/nshmp-haz,usgs/nshmp-haz/Dockerfile,6,2020,2282,31,Organization,Java,37328,usgs/java:11,usgs/java
usnationalarchives/fr2,usnationalarchives/fr2/Dockerfile,16,2020,4233,60,Organization,Ruby,17526,quay.io/criticaljuncture/baseimage:16.04,quay.io/criticaljuncture/baseimage
valo/maycamp_arena,valo/maycamp_arena/Dockerfile,4,2020,415,15,User,Ruby,9738,ruby:2.5,ruby
veekun/pokedex,veekun/pokedex/Dockerfile,2,2020,226,9,Organization,Python,22445,python:${PYTHON_VERSION},python
vialectrum/vialectrum,vialectrum/vialectrum/contribbuild-linuxappimageDockerfile,1,2020,1021,28,Organization,Python,30786,ubuntu:16.04@sha256:97b54e5692c27072234ff958a7442dde4266af21e7b688e7fca5dc5acc8ed7d9,ubuntu
vialectrum/vialectrum,vialectrum/vialectrum/contribbuild-wineDockerfile,11,2020,1582,38,Organization,Python,30786,ubuntu:18.04@sha256:5f4bdc3467537cbbe563e80db2c3ec95d548a9145d64453b06939c4592d67b6d,ubuntu
voikko/corevoikko,voikko/corevoikko/dockerDockerfile,11,2020,1536,39,Organization,C++,24649,ubuntu:18.04,ubuntu
vponomarev/ngcms-core,vponomarev/ngcms-core/_docker-build-scriptsDockerfile,11,2020,648,10,User,PHP,13551,php:7.3-fpm,php
vsiivola/variKN,vsiivola/variKN/Dockerfile,5,2020,591,22,User,C++,364,ubuntu:groovy,ubuntu
w5292c/mcode,w5292c/mcode/targetsstm32Dockerfile,6,2020,712,16,User,C,932,ubuntu:18.04,ubuntu
wahjam/wahjam,wahjam/wahjam/qtclientinstallerubuntuDockerfile,2,2020,226,2,Organization,C++,1211,ubuntu:20.04,ubuntu
waza-ari/monolog-mysql,waza-ari/monolog-mysql/dockerDockerfile,4,2020,1586,42,User,PHP,60,php:7.2.31-cli,php
wbotelhos/blogy,wbotelhos/blogy/Dockerfile,5,2020,697,21,User,Ruby,2200,ruby:2.6.6-slim,ruby
wbotelhos/wbotelhos-com,wbotelhos/wbotelhos-com/Dockerfile,5,2020,697,21,User,Ruby,2200,ruby:2.6.6-slim,ruby
wesnoth/wesnoth,wesnoth/wesnoth/utilsdockerbuildsmingwDockerfile,1,2020,542,4,Organization,C++,3448061,wesnoth/wesnoth:mingw-master,wesnoth/wesnoth
whypro/Vieboo,whypro/Vieboo/Dockerfile,4,2020,255,7,User,HTML,6333,python:2,python
wikimedia/pywikibot-core,wikimedia/pywikibot-core/Dockerfile,2,2020,217,9,Organization,Python,61848,python:3.8-slim,python
wikimedia/wikimedia-fundraising-crm-vendor,wikimedia/wikimedia-fundraising-crm-vendor/guzzlehttpguzzleDockerfile,1,2020,387,10,Organization,PHP,25579,php:7.3,php
wildfish/wildfish-django-starter,wildfish/wildfish-django-starter/{{cookiecutter.project_name}}dev-dockerdjangoDockerfile,2,2020,425,12,Organization,Python,192,python:3.8-slim,python
willnet/revenger,willnet/revenger/Dockerfile,7,2020,1463,26,User,Ruby,884,ruby:$RUBY_VERSION,ruby
wireload/screenly-ose,wireload/screenly-ose/webviewDockerfile,8,2020,4984,178,Organization,CSS,19259,debian:buster,debian
worldveil/dejavu,worldveil/dejavu/dockerpythonDockerfile,7,2020,283,8,User,Python,76344,python:3.7,python
wwagner33/solar,wwagner33/solar/Dockerfile,5,2020,1399,50,User,None,114399,rubybuild,rubybuild
xaviermichel/simple-data-search,xaviermichel/simple-data-search/dockerdevelopment_toolselasticsearchDockerfile,3,2020,1475,17,User,Java,2453,docker.elastic.co/elasticsearch/elasticsearch:6.8.8,docker.elastic.co/elasticsearch/elasticsearch
xaviermichel/simple-data-search,xaviermichel/simple-data-search/edm-servicesedm-document-ingest-appDockerfile,2,2020,224,7,User,Java,2453,openjdk:11-jdk,openjdk
xaviermichel/simple-data-search,xaviermichel/simple-data-search/edm-servicesedm-document-repository-appDockerfile,1,2020,152,5,User,Java,2453,openjdk:11-jdk,openjdk
xbehave/xbehave.net,xbehave/xbehave.net/.devcontainerDockerfile,1,2020,226,3,User,C#,62420,mcr.microsoft.com/vscode/devcontainers/dotnet:5.0,mcr.microsoft.com/vscode/devcontainers/dotnet
xilinx/qemu,xilinx/qemu/.gitlab-ci.dedk2Dockerfile,2,2020,577,21,Organization,C,250525,ubuntu:16.04,ubuntu
xilinx/qemu,xilinx/qemu/.gitlab-ci.dopensbiDockerfile,7,2020,1001,23,Organization,C,250525,ubuntu:18.04,ubuntu
xiph/opusfile,xiph/opusfile/mingwDockerfile,15,2020,585,14,Organization,C,1045,fedora:32,fedora
xmendez/wfuzz,xmendez/wfuzz/Dockerfile,5,2020,258,9,User,Python,7213,python:3.8-alpine3.12,python
yaml/libyaml,yaml/libyaml/pkgdockerDockerfile,4,2020,667,28,Organization,C,1459,ubuntu:18.04,ubuntu
yetanotherape/diff-match-patch,yetanotherape/diff-match-patch/Dockerfile,4,2020,562,10,User,PHP,144,php:${PHP_VERSION}-cli,php
yhirose/cpp-httplib,yhirose/cpp-httplib/testproxyDockerfile,2,2020,210,8,User,C++,3123,centos:7,centos
yquake2/yquake2,yquake2/yquake2/stuffmiscDockerfile,4,2020,631,17,Organization,C,24524,ubuntu:18.04,ubuntu
ytti/oxidized,ytti/oxidized/Dockerfile,7,2020,1669,21,User,Ruby,2161,phusion/baseimage:bionic-1.0.0,phusion/baseimage
zanardo/ticket,zanardo/ticket/Dockerfile,3,2020,1224,42,User,Python,444,debian:buster,debian
zeromq/czmq,zeromq/czmq/Dockerfile,15,2020,699,17,Organization,C,15691,ubuntu:latest,ubuntu
zeromq/libzmq,zeromq/libzmq/Dockerfile,3,2020,949,31,Organization,C++,22370,debian:buster-slim,debian
zeromq/malamute,zeromq/malamute/Dockerfile,19,2020,1036,27,Organization,C,2136,ubuntu:latest,ubuntu
zeromq/zyre,zeromq/zyre/Dockerfile,19,2020,901,25,Organization,C,5324,ubuntu:latest,ubuntu
ziccardi/jnrpe,ziccardi/jnrpe/Dockerfile,1,2020,145,7,User,Java,39470,node:lts,node
zkoss/zk,zkoss/zk/zktestDockerfile,2,2020,493,5,Organization,Java,927057,jboss/wildfly,jboss/wildfly
zub2/dotprint,zub2/dotprint/Dockerfile,4,2020,419,13,User,C++,173,alpine:3.11,alpine
zycgit/hasor,zycgit/hasor/hasor-rsfrsf-registryDockerfile,5,2020,879,22,Organization,Java,65704,openjdk:7-jdk,openjdk
0ad/0ad,0ad/0ad/buildjenkinsdockerfilesbuild-base.Dockerfile,8,2021,1101,45,Organization,C++,7490458,debian:buster,debian
0ad/0ad,0ad/0ad/buildjenkinsdockerfilesgcc7.Dockerfile,3,2021,140,7,Organization,C++,7490458,build-base:latest,build-base
0ad/0ad,0ad/0ad/buildjenkinsdockerfilestranslations.Dockerfile,6,2021,209,5,Organization,C++,7490458,build-base,build-base
3dcitydb/web-feature-service,3dcitydb/web-feature-service/Dockerfile,2,2021,1989,28,Organization,Java,125857,tomcat:${RUNTIME_IMAGE_TAG},tomcat
4teamwork/opengever.core,4teamwork/opengever.core/dockercoreDockerfile,7,2021,2346,61,Organization,Python,124132,4teamwork/plone:4.3.20,4teamwork/plone
4teamwork/opengever.core,4teamwork/opengever.core/dockerhttpdDockerfile,1,2021,258,5,Organization,Python,124132,httpd:2.4-alpine,httpd
ANLAB-KAIST/KENSv3,ANLAB-KAIST/KENSv3/Dockerfile,2,2021,320,12,Organization,C++,18142,ubuntu:20.04,ubuntu
ARM-software/workload-automation,ARM-software/workload-automation/extrasDockerfile,33,2021,5263,66,Organization,Python,154358,ubuntu:20.04,ubuntu
ARMmbed/mbedtls,ARMmbed/mbedtls/testsdockerbionicDockerfile,33,2021,5641,111,Organization,C,78286,${MY_REGISTRY}ubuntu:bionic,${MY_REGISTRY}ubuntu
ATLauncher/ATLauncher,ATLauncher/ATLauncher/packaginglinuxdebDockerfile,7,2021,683,11,Organization,Java,12942,debian:10,debian
ATLauncher/ATLauncher,ATLauncher/ATLauncher/packaginglinuxrpmDockerfile,7,2021,619,13,Organization,Java,12942,fedora:33,fedora
ATLauncher/ATLauncher,ATLauncher/ATLauncher/scriptsprocessTranslationsDockerfile,6,2021,260,9,Organization,Java,12942,alpine,alpine
Aalto-LeTech/a-plus,Aalto-LeTech/a-plus/.githubworkflowsDockerfile,16,2021,823,17,Organization,Python,11977,ubuntu:latest,ubuntu
Affirm/affirm-example-python,Affirm/affirm-example-python/Dockerfile,7,2021,918,20,Organization,HTML,250,ubuntu:16.04,ubuntu
AlexeyDemidov/rails-playground,AlexeyDemidov/rails-playground/Dockerfile,2,2021,237,8,User,Ruby,303,ruby:2.3,ruby
Alfresco/records-management,Alfresco/records-management/rm-communityrm-community-repoDockerfile,1,2021,1394,13,Organization,Java,24541,quay.io/alfresco/alfresco-content-repository-community:7.0.0,quay.io/alfresco/alfresco-content-repository-community
AltraMayor/f3,AltraMayor/f3/Dockerfile,4,2021,303,15,User,C,433,ubuntu:18.04,ubuntu
Arvenil/ninja-mutex,Arvenil/ninja-mutex/Dockerfile,1,2021,227,9,User,PHP,271,php:8-cli-alpine,php
Atlantic18/DoctrineExtensions,Atlantic18/DoctrineExtensions/.dockerphpDockerfile,5,2021,444,12,Organization,PHP,7956,php:7.2-cli,php
Atom/node-keytar,Atom/node-keytar/dockerarm64-cross-compileDockerfile,7,2021,793,26,Organization,C++,943,debian:buster,debian
Automattic/node-canvas,Automattic/node-canvas/prebuildLinuxDockerfile,40,2021,5328,39,Organization,C++,4592,debian:stretch,debian
Azure/azure-sdk-for-java,Azure/azure-sdk-for-java/sdkcosmosazure-cosmos-benchmarkctllinkedinDockerfile,5,2021,806,14,Organization,Java,2591665,centos:7,centos
Azure/azure-sdk-for-python,Azure/azure-sdk-for-python/sdkeventhubazure-eventhubstressDockerfile,1,2021,177,5,Organization,Python,405445,python:3.8-slim-buster,python
Azure/azure-sdk-for-python,Azure/azure-sdk-for-python/sdkidentityazure-identitytestsazure-functionsDockerfile,1,2021,969,11,Organization,Python,405445,mcr.microsoft.com/azure-functions/python:3.0,mcr.microsoft.com/azure-functions/python
BanManagement/BanManager-WebUI,BanManagement/BanManager-WebUI/Dockerfile,2,2021,852,19,Organization,JavaScript,15547,base,base
BandwidthOnDemand/nsi-dds,BandwidthOnDemand/nsi-dds/Dockerfile,1,2021,599,19,Organization,Java,1024,openjdk:15,openjdk
BandwidthOnDemand/nsi-pce,BandwidthOnDemand/nsi-pce/Dockerfile,1,2021,691,20,Organization,Java,2416,openjdk:8-jre-alpine3.9,openjdk
Bioinformatics-UA/Diseasecard,Bioinformatics-UA/Diseasecard/adminDockerfile,1,2021,608,14,Organization,JavaScript,112252,nginx:alpine,nginx
Bioinformatics-UA/Diseasecard,Bioinformatics-UA/Diseasecard/backendDockerfile,3,2021,1130,13,Organization,JavaScript,112252,openjdk:8-jdk-alpine,openjdk
Bioinformatics-UA/Diseasecard,Bioinformatics-UA/Diseasecard/dockerbypassServerDockerfile,2,2021,300,11,Organization,JavaScript,112252,node:alpine,node
Bioinformatics-UA/Diseasecard,Bioinformatics-UA/Diseasecard/dockersolrDockerfile,12,2021,859,8,Organization,JavaScript,112252,ubuntu:14.04,ubuntu
Bioinformatics-UA/Diseasecard,Bioinformatics-UA/Diseasecard/frontendDockerfile,2,2021,643,15,Organization,JavaScript,112252,nginx:alpine,nginx
Blazemeter/taurus,Blazemeter/taurus/testsciDockerfile,4,2021,1138,14,Organization,Python,28568,ubuntu:20.04,ubuntu
CenterForOpenScience/waterbutler,CenterForOpenScience/waterbutler/Dockerfile,6,2021,922,30,Organization,Python,27662,python:3.6-slim-buster,python
ChrisTruncer/EyeWitness,ChrisTruncer/EyeWitness/PythonDockerfile,5,2021,840,21,Organization,Python,9118,phusion/baseimage:master-amd64,phusion/baseimage
Clinical-Genomics/demultiplexing,Clinical-Genomics/demultiplexing/containerbcl2fastqDockerfile,5,2021,390,8,Organization,Python,1037,centos:7,centos
Clinical-Genomics/taboo,Clinical-Genomics/taboo/Dockerfile,4,2021,670,24,Organization,Python,698,python:3.7-slim,python
ClusterLabs/hawk,ClusterLabs/hawk/e2e_testDockerfile,7,2021,931,29,Organization,JavaScript,18118,FROM	opensuse/leap:15.2,FROM	opensuse/leap
CoSys-Lab/dash7-ap-open-source-stack,CoSys-Lab/dash7-ap-open-source-stack/Dockerfile,12,2021,1185,12,Organization,C,217977,ubuntu:20.04,ubuntu
CodeForAfrica/actNow,CodeForAfrica/actNow/Dockerfile,8,2021,3324,45,Organization,Python,766,python-base,python-base
Codeception/Codeception,Codeception/Codeception/Dockerfile,2,2021,1870,61,Organization,PHP,73525,php:7.4-cli,php
CompEvol/beast2,CompEvol/beast2/Dockerfile,20,2021,1668,19,Organization,Java,93738,openjdk:8,openjdk
CorfuDB/CorfuDB,CorfuDB/CorfuDB/generatorDockerfile,1,2021,168,5,Organization,Java,527688,openjdk:8-jdk-alpine3.8,openjdk
CorfuDB/CorfuDB,CorfuDB/CorfuDB/infrastructureDockerfile,3,2021,193,6,Organization,Java,527688,openjdk:8-jdk-alpine3.8,openjdk
CounterpartyXCP/counterblock,CounterpartyXCP/counterblock/Dockerfile,15,2021,2794,71,Organization,Python,1697,ubuntu:16.04,ubuntu
CounterpartyXCP/counterpartyd,CounterpartyXCP/counterpartyd/Dockerfile,10,2021,1751,28,Organization,Python,19031,ubuntu:18.04,ubuntu
CounterpartyXCP/federatednode_build,CounterpartyXCP/federatednode_build/extrasdockerbitcoinDockerfile,8,2021,1271,21,Organization,Python,2431,counterparty/base,counterparty/base
DAVKronos/Kronos-Website,DAVKronos/Kronos-Website/Dockerfile,10,2021,1543,24,Organization,Ruby,26423,phusion/passenger-ruby26,phusion/passenger-ruby26
DBCDK/OpenSearch-webservice,DBCDK/OpenSearch-webservice/dockerDockerfile,4,2021,5192,75,Organization,PHP,2701,docker.dbc.dk/dbc-apache-php7:latest,docker.dbc.dk/dbc-apache-php7
DGtal-team/DGtal,DGtal-team/DGtal/Dockerfile,38,2021,1802,34,Organization,C++,158078,ubuntu:${UBUNTU_VERSION},ubuntu
DSpace/DSpace,DSpace/DSpace/dspacesrcmaindockerdspace-postgres-pgcrypto-curlDockerfile,3,2021,537,6,Organization,Java,154372,postgres:11,postgres
DSpace/DSpace,DSpace/DSpace/dspacesrcmaindockerdspace-postgres-pgcryptoDockerfile,1,2021,445,6,Organization,Java,154372,postgres:11,postgres
DSpace/DSpace,DSpace/DSpace/dspacesrcmaindockerdspace-shibbolethDockerfile,2,2021,1828,27,Organization,Java,154372,ubuntu:20.04,ubuntu
DanElbert/dungeon,DanElbert/dungeon/Dockerfile,11,2021,1048,31,User,JavaScript,7417,ruby:3.0.2-buster,ruby
Danack/Imagick-demos,Danack/Imagick-demos/containersnginxDockerfile,5,2021,277,9,Organization,PHP,44787,debian:9,debian
Danack/Imagick-demos,Danack/Imagick-demos/containersphp_backend_im6Dockerfile,5,2021,253,6,Organization,PHP,44787,imagick_php_base_im6:latest,imagick_php_base_im6
Danack/Imagick-demos,Danack/Imagick-demos/containersphp_backend_im6_debugDockerfile,2,2021,184,3,Organization,PHP,44787,imagick_php_backend_im6:latest,imagick_php_backend_im6
Danack/Imagick-demos,Danack/Imagick-demos/containersphp_backend_im7Dockerfile,5,2021,253,6,Organization,PHP,44787,imagick_php_base_im7:latest,imagick_php_base_im7
Danack/Imagick-demos,Danack/Imagick-demos/containersphp_backend_im7_debugDockerfile,2,2021,184,3,Organization,PHP,44787,imagick_php_backend_im7:latest,imagick_php_backend_im7
DavidCain/WinterSchool,DavidCain/WinterSchool/Dockerfile,10,2021,2891,42,User,Python,7793,ubuntu:20.04,ubuntu
DavidCain/WinterSchool,DavidCain/WinterSchool/frontendDockerfile,1,2021,100,5,User,Python,7793,node:12.22.7-alpine,node
Diaoul/spkrepo,Diaoul/spkrepo/Dockerfile,4,2021,532,16,Organization,Python,523,python:3.9.7-buster,python
DirectEmployers/jiratools,DirectEmployers/jiratools/Dockerfile,3,2021,941,23,Organization,Python,502,python:3.9,python
DrKLO/Telegram,DrKLO/Telegram/Dockerfile,8,2021,1759,26,User,Java,341655,gradle:7.0.2-jdk11,gradle
DragonBe/vies-web,DragonBe/vies-web/Dockerfile,5,2021,1369,56,User,PHP,369,vies-user,vies-user
DragonMinded/libdragon,DragonMinded/libdragon/Dockerfile,20,2021,1324,27,User,C,7218,ubuntu:18.04,ubuntu
EC-CUBE/ec-cube,EC-CUBE/ec-cube/Dockerfile,15,2021,3797,89,Organization,PHP,161185,php:7.4-apache-bullseye,php
EC-CUBE/eccube-2_13,EC-CUBE/eccube-2_13/Dockerfile,7,2021,1124,28,Organization,PHP,65708,eccube2/php:${TAG},eccube2/php
EC-CUBE/eccube-2_13,EC-CUBE/eccube-2_13/zapDockerfile,3,2021,138,6,Organization,PHP,65708,owasp/zap2docker-stable,owasp/zap2docker-stable
EDRN/DMCCBackend,EDRN/DMCCBackend/Dockerfile,4,2021,542,15,Organization,Python,3352,plone:5.2.2-alpine,plone
EDRN/biomarker-database,EDRN/biomarker-database/Dockerfile,1,2021,1998,34,Organization,PHP,6539,php:7.4-apache-buster,php
EOX-A/ngeo-b,EOX-A/ngeo-b/Dockerfile,8,2021,2076,25,Organization,Python,75001,centos:6,centos
EOxServer/EOxServer,EOxServer/EOxServer/dockerubuntupy2Dockerfile,8,2021,1525,40,Organization,Python,200316,ubuntu:18.04,ubuntu
EOxServer/EOxServer,EOxServer/EOxServer/dockerubuntupy3Dockerfile,9,2021,1609,42,Organization,Python,200316,ubuntu:20.04,ubuntu
ET-NiK/GameAP,ET-NiK/GameAP/.devdockerphpDockerfile,4,2021,512,14,User,PHP,3773,knik/php:7.3-fpm-alpine,knik/php
EUDAT-B2SHARE/b2share,EUDAT-B2SHARE/b2share/dockerizeDockerfile,29,2021,2918,64,Organization,Python,76747,centos:7,centos
EconForge/dolo,EconForge/dolo/.devcontainerDockerfile,3,2021,1173,5,Organization,Python,19753,mcr.microsoft.com/vscode/devcontainers/python:0-${VARIANT},mcr.microsoft.com/vscode/devcontainers/python
EdgeCast/hlo,EdgeCast/hlo/Dockerfile,6,2021,256,8,Organization,C++,6113,ubuntu:latest,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerarchDockerfile,3,2021,1083,37,Organization,C,88358,archlinux:base,archlinux
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockercirrusarchDockerfile,2,2021,854,26,Organization,C,88358,archlinux:base-devel,archlinux
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianbullseyeabi.Dockerfile,11,2021,1652,39,Organization,C,88358,debian:bullseye,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianbullseyei386.Dockerfile,7,2021,1400,44,Organization,C,88358,debian:bullseye,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianbullseyeminimal.Dockerfile,4,2021,877,27,Organization,C,88358,debian:bullseye,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianbullseyerelease.Dockerfile,5,2021,1205,32,Organization,C,88358,debian:bullseye,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianbusteri386.Dockerfile,9,2021,1451,44,Organization,C,88358,debian:buster,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianbusterrelease.Dockerfile,5,2021,1203,32,Organization,C,88358,debian:buster,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerdebianstretchi386.Dockerfile,9,2021,1452,44,Organization,C,88358,debian:stretch,debian
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerfedora33release.Dockerfile,5,2021,1150,30,Organization,C,88358,fedora:33,fedora
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerfedora34abi.Dockerfile,10,2021,1436,33,Organization,C,88358,fedora:34,fedora
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerfedora34release.Dockerfile,5,2021,1150,30,Organization,C,88358,fedora:34,fedora
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerlegacyDockerfile,4,2021,720,38,Organization,C,88358,ubuntu:artful,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockeropensuse15.3package.Dockerfile,4,2021,1138,30,Organization,C,88358,opensuse/leap:15.3,opensuse/leap
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockeropensuse15.3release.Dockerfile,6,2021,1200,32,Organization,C,88358,opensuse/leap:15.3,opensuse/leap
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockeropenwrtsdkDockerfile,5,2021,623,21,Organization,C,88358,openwrtorg/sdk,openwrtorg/sdk
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerubuntubionicrelease.Dockerfile,5,2021,1181,30,Organization,C,88358,ubuntu:bionic,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerubuntudiscoDockerfile,5,2021,1690,53,Organization,C,88358,ubuntu:disco,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerubuntufocalrelease.Dockerfile,5,2021,1180,30,Organization,C,88358,ubuntu:focal,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerubuntuxenialDockerfile,5,2021,1415,50,Organization,C,88358,ubuntu:xenial,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/scriptsdockerwebuibaseDockerfile,16,2021,1287,24,Organization,C,88358,ubuntu:16.04,ubuntu
ElektraInitiative/libelektra,ElektraInitiative/libelektra/srctoolsfusedockerDockerfile,18,2021,1251,16,Organization,C,88358,ubuntu:focal,ubuntu
Enalean/tuleap,Enalean/tuleap/pluginstee_containerdockerDockerfile,2,2021,3596,84,Organization,PHP,311992,scratch,scratch
Enalean/tuleap,Enalean/tuleap/testse2edockerreverse-proxy.dockerfile,1,2021,321,10,Organization,PHP,311992,${DOCKER_REGISTRY}/centos:7,${DOCKER_REGISTRY}/centos
Enalean/tuleap,Enalean/tuleap/toolsdockertuleap-community-editionDockerfile,2,2021,1951,37,Organization,PHP,311992,scratch,scratch
ErikDubbelboer/phpRedisAdmin,ErikDubbelboer/phpRedisAdmin/Dockerfile,2,2021,280,9,User,PHP,248,composer:2.2,composer
Esri/arcgis-runtime-samples-java,Esri/arcgis-runtime-samples-java/.githubscriptscireadme_metadata_style_checkDockerfile,7,2021,612,14,Organization,Java,466539,alpine:3.12,alpine
EventStore/EventStore,EventStore/EventStore/Dockerfile,6,2021,2794,67,Organization,C#,320201,mcr.microsoft.com/dotnet/runtime-deps:5.0-${CONTAINER_RUNTIME},mcr.microsoft.com/dotnet/runtime-deps
Exa-Networks/exabgp,Exa-Networks/exabgp/Dockerfile,7,2021,590,13,Organization,Python,14141,python:3-slim-buster,python
Exadios/xcsoar-exp,Exadios/xcsoar-exp/idedockerDockerfile,4,2021,626,12,User,C++,230635,debian:bullseye,debian
Excito/Buildroot,Excito/Buildroot/supportdockerDockerfile,4,2021,1896,44,Organization,Makefile,19889,debian:stretch-20211115,debian
FAForever/server,FAForever/server/Dockerfile,9,2021,657,18,Organization,Python,9947,python:3.7-slim,python
FCP-INDI/C-PAC,FCP-INDI/C-PAC/.githubDockerfilesmsm.2.0-bionic.Dockerfile,8,2021,1043,21,Organization,Python,291737,neurodebian:bionic-non-free,neurodebian
FCP-INDI/C-PAC,FCP-INDI/C-PAC/.githubDockerfilesneuroparc_Human.Dockerfile,12,2021,774,15,Organization,Python,291737,neurodebian:bionic-non-free,neurodebian
FCP-INDI/C-PAC,FCP-INDI/C-PAC/Dockerfile,54,2021,9777,210,Organization,Python,291737,neurodebian:bionic-non-free,neurodebian
FCP-INDI/C-PAC,FCP-INDI/C-PAC/variant-ABCD-HCP.Dockerfile,61,2021,11100,249,Organization,Python,291737,neurodebian:bionic-non-free,neurodebian
FCP-INDI/C-PAC,FCP-INDI/C-PAC/variant-fMRIPrep-LTS.Dockerfile,53,2021,9912,212,Organization,Python,291737,ubuntu:xenial-20200114,ubuntu
FCP-INDI/C-PAC,FCP-INDI/C-PAC/variant-lite.Dockerfile,48,2021,9405,203,Organization,Python,291737,neurodebian:bionic-non-free,neurodebian
FOSDEM/website,FOSDEM/website/Dockerfile,8,2021,605,16,Organization,PostScript,62016,ruby:2.7,ruby
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilesdeb-buildDockerfile,3,2021,383,2,Organization,C,292477,debian:stable,debian
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilesdeb-reproDockerfile,3,2021,412,2,Organization,C,292477,debian:stable,debian
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilesdeb-sbuildDockerfile,3,2021,773,19,Organization,C,292477,debian:unstable-slim,debian
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilesdeb-scan-buildDockerfile,3,2021,372,2,Organization,C,292477,debian:stable,debian
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilesfed-buildDockerfile,2,2021,117,2,Organization,C,292477,fedora:latest,fedora
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilesgtk4-buildDockerfile,3,2021,487,3,Organization,C,292477,debian:unstable,debian
Fedict/eid-mw,Fedict/eid-mw/.cidockerfilessuse-buildDockerfile,4,2021,259,3,Organization,C,292477,opensuse/leap,opensuse/leap
Flexget/Flexget,Flexget/Flexget/Dockerfile,9,2021,1233,41,Organization,Python,116655,docker.io/python:3.9-alpine,docker.io/python
FreeCAD/FreeCAD_sf_master,FreeCAD/FreeCAD_sf_master/ciDockerfile,16,2021,2860,104,Organization,C++,1475361,ubuntu:20.04,ubuntu
FreeRDP/Remmina,FreeRDP/Remmina/cidockerfilesgnome-3-28-1804Dockerfile,2,2021,481,10,Organization,C,288555,docker.io/ubuntudesktop/gnome-3-28-1804:latest,docker.io/ubuntudesktop/gnome-3-28-1804
FreeRDP/Remmina,FreeRDP/Remmina/cidockerfilesgnome-3-38-2004Dockerfile,3,2021,519,11,Organization,C,288555,docker.io/ubuntudesktop/gnome-3-38-2004:latest,docker.io/ubuntudesktop/gnome-3-38-2004
FreeRDP/Remmina,FreeRDP/Remmina/cidockerfilesubuntu-16.04Dockerfile,3,2021,1454,24,Organization,C,288555,ubuntu:16.04,ubuntu
FreeRDP/Remmina,FreeRDP/Remmina/cidockerfilesubuntu-18.04Dockerfile,3,2021,1578,26,Organization,C,288555,ubuntu:18.04,ubuntu
FreeRDP/Remmina,FreeRDP/Remmina/cidockerfilesubuntu-20.04Dockerfile,4,2021,1553,26,Organization,C,288555,ubuntu:20.04,ubuntu
