repo_name,file_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
FreshRSS/FreshRSS,FreshRSS/FreshRSS/DockerDockerfile,4,2021,2281,51,Organization,PHP,19607,debian:11-slim,debian
FriendsOfPHP/PHP-CS-Fixer,FriendsOfPHP/PHP-CS-Fixer/dockerphp-7.4Dockerfile,1,2021,1123,20,Organization,PHP,25148,php:7.4-cli-alpine3.15,php
FriendsOfPHP/PHP-CS-Fixer,FriendsOfPHP/PHP-CS-Fixer/dockerphp-8.0Dockerfile,1,2021,1123,20,Organization,PHP,25148,php:8.0-cli-alpine3.15,php
FriendsOfPHP/PHP-CS-Fixer,FriendsOfPHP/PHP-CS-Fixer/dockerphp-8.1Dockerfile,1,2021,1123,20,Organization,PHP,25148,php:8.1-cli-alpine3.15,php
GEWIS/gewisdb,GEWIS/gewisdb/Dockerfile,5,2021,1316,32,Organization,PHP,2184,php:5.6-fpm,php
GEWIS/gewisdb,GEWIS/gewisdb/dockerDockerfile,4,2021,1090,27,Organization,PHP,2184,php:5.6-fpm,php
GEWIS/gewisweb,GEWIS/gewisweb/dockerglideDockerfile,3,2021,1334,38,Organization,PHP,54204,php-target,php-target
GEWIS/gewisweb,GEWIS/gewisweb/dockermatomoDockerfile,5,2021,1363,23,Organization,PHP,54204,matomo:latest,matomo
GEWIS/gewisweb,GEWIS/gewisweb/dockernginxDockerfile,1,2021,353,5,Organization,PHP,54204,nginx:latest,nginx
GNOME/gdk-pixbuf,GNOME/gdk-pixbuf/.gitlabcifedora.Dockerfile,4,2021,918,41,Organization,C,181736,fedora:33,fedora
GNOME/gimp,GNOME/gimp/builddockergimpbuilder-baseDockerfile,10,2021,1258,9,Organization,C,599704,debian:testing,debian
GNOME/glib-networking,GNOME/glib-networking/.gitlab-ciDockerfile,4,2021,688,23,Organization,C,6008,fedora:latest,fedora
GNOME/glib,GNOME/glib/.gitlab-cidebian-stable.Dockerfile,3,2021,1642,70,Organization,C,123221,debian:bullseye,debian
GNOME/gtksourceview,GNOME/gtksourceview/.gitlab-cifedora.Dockerfile,7,2021,591,22,Organization,C,43577,fedora:35,fedora
GNOME/gvfs,GNOME/gvfs/.gitlab-ciDockerfile,11,2021,1324,40,Organization,C,43012,fedora:latest,fedora
GNOME/nautilus,GNOME/nautilus/.gitlabDockerfile,3,2021,375,13,Organization,C,202026,fedora:latest,fedora
GNOME/pango,GNOME/pango/.gitlab-cifedora.Dockerfile,2,2021,1056,53,Organization,C,17274,fedora:34,fedora
GNOME/pygobject,GNOME/pygobject/.gitlab-ciDockerfile,9,2021,1104,42,Organization,Python,17329,ubuntu:focal,ubuntu
GSA/ckan-php-manager,GSA/ckan-php-manager/dockerDockerfile,4,2021,831,39,Organization,PHP,624,alpine:latest,alpine
GSA/project-open-data-dashboard,GSA/project-open-data-dashboard/dockerDockerfile,3,2021,1403,47,Organization,PHP,7027,alpine:3,alpine
Gallopsled/pwntools,Gallopsled/pwntools/extradockerbaseDockerfile,7,2021,1408,41,Organization,Python,27282,ubuntu:bionic,ubuntu
Gallopsled/pwntools,Gallopsled/pwntools/extradockerbetaDockerfile,4,2021,235,6,Organization,Python,27282,pwntools/pwntools:stable,pwntools/pwntools
Gallopsled/pwntools,Gallopsled/pwntools/extradockerbusterDockerfile,11,2021,222,6,Organization,Python,27282,debian:buster,debian
Gallopsled/pwntools,Gallopsled/pwntools/extradockerdevDockerfile,4,2021,233,6,Organization,Python,27282,pwntools/pwntools:stable,pwntools/pwntools
Gallopsled/pwntools,Gallopsled/pwntools/extradockerdevelopDockerfile,14,2021,2449,55,Organization,Python,27282,pwntools/pwntools:base,pwntools/pwntools
Gallopsled/pwntools,Gallopsled/pwntools/extradockerstableDockerfile,4,2021,237,6,Organization,Python,27282,pwntools/pwntools:base,pwntools/pwntools
Gallopsled/pwntools,Gallopsled/pwntools/travisdockerDockerfile,31,2021,3448,86,Organization,Python,27282,pwntools/pwntools:base,pwntools/pwntools
GenomicParisCentre/eoulsan,GenomicParisCentre/eoulsan/Dockerfile,3,2021,1059,16,Organization,Java,319868,bioconductor/release_sequencing:3.1,bioconductor/release_sequencing
GeoKnow/LinkedGeoData,GeoKnow/LinkedGeoData/linkedgeodata-dockerlgd-nominatim-syncDockerfile,12,2021,3582,37,Organization,PHP,9674,ubuntu:16.04,ubuntu
GeoKnow/LinkedGeoData,GeoKnow/LinkedGeoData/linkedgeodata-dockerlgd-osm-syncDockerfile,8,2021,963,15,Organization,PHP,9674,ubuntu:16.04,ubuntu
Geoportail-Luxembourg/geoportailv3,Geoportail-Luxembourg/geoportailv3/CONST_create_templateDockerfile,2,2021,3147,55,Organization,JavaScript,363893,camptocamp/geomapfish-config:2.5.0.139,camptocamp/geomapfish-config
Geoportail-Luxembourg/geoportailv3,Geoportail-Luxembourg/geoportailv3/CONST_create_templategeoportalDockerfile,3,2021,2223,52,Organization,JavaScript,363893,camptocamp/geomapfish:2.5,camptocamp/geomapfish
Geoportail-Luxembourg/geoportailv3,Geoportail-Luxembourg/geoportailv3/Dockerfile,3,2021,3826,74,Organization,JavaScript,363893,camptocamp/geomapfish-config:2.5.0.139,camptocamp/geomapfish-config
Geoportail-Luxembourg/geoportailv3,Geoportail-Luxembourg/geoportailv3/geoportalDockerfile,36,2021,7032,118,Organization,JavaScript,363893,camptocamp/geomapfish:2.5,camptocamp/geomapfish
Geoportail-Luxembourg/geoportailv3,Geoportail-Luxembourg/geoportailv3/printDockerfile,1,2021,421,4,Organization,JavaScript,363893,camptocamp/mapfish_print:3.18.4,camptocamp/mapfish_print
Gnucash/gnucash,Gnucash/gnucash/utilciactionsarchlinux-testDockerfile,7,2021,585,9,Organization,C,373763,archlinux:latest,archlinux
GoogleCloudPlatform/PerfKitBenchmarker,GoogleCloudPlatform/PerfKitBenchmarker/Dockerfile,3,2021,212,7,Organization,Python,21301,python:3.7,python
GoogleCloudPlatform/PerfKitBenchmarker,GoogleCloudPlatform/PerfKitBenchmarker/perfkitbenchmarkerdatadockerk8s_nginxDockerfile,3,2021,109,3,Organization,Python,21301,ubuntu:18.04,ubuntu
GoogleCloudPlatform/PerfKitBenchmarker,GoogleCloudPlatform/PerfKitBenchmarker/perfkitbenchmarkerdatadockersparkDockerfile,12,2021,1622,26,Organization,Python,21301,$base_image,$base_image
GoogleCloudPlatform/appengine-java-snippets,GoogleCloudPlatform/appengine-java-snippets/runfilesystemDockerfile,4,2021,1678,17,Organization,Java,64988,eclipse-temurin:17-jdk,eclipse-temurin
GoogleCloudPlatform/compute-getting-started-php,GoogleCloudPlatform/compute-getting-started-php/eventarcgenericDockerfile,2,2021,2027,20,Organization,PHP,21282,php:8.0-apache,php
GoogleCloudPlatform/compute-getting-started-php,GoogleCloudPlatform/compute-getting-started-php/runhelloworldDockerfile,2,2021,2102,20,Organization,PHP,21282,php:8.0-apache,php
HEG-Arc/MiCorr,HEG-Arc/MiCorr/composedjangoDockerfile,4,2021,1761,28,Organization,HTML,137632,python:3.7,python
HEPData/hepdata,HEPData/hepdata/Dockerfile,12,2021,1028,22,Organization,Python,22827,inspirehep/python:3.6,inspirehep/python
HenriWahl/dhcpy6d,HenriWahl/dhcpy6d/Dockerfile,4,2021,397,13,User,Python,1650,python:3.9,python
HubbeKing/Hubbot_Twisted,HubbeKing/Hubbot_Twisted/Dockerfile,5,2021,586,17,User,Python,4083,python:3.6-slim,python
Hypertopic/Steatite,Hypertopic/Steatite/Dockerfile,7,2021,442,14,Organization,PHP,95,php:7-apache,php
ICanBoogie/ActiveRecord,ICanBoogie/ActiveRecord/Dockerfile,12,2021,826,22,Organization,PHP,664,php:7.2-cli-buster,php
ICanBoogie/Common,ICanBoogie/Common/Dockerfile,9,2021,618,15,Organization,PHP,74,php:7.1-cli-buster,php
ICanBoogie/Event,ICanBoogie/Event/Dockerfile,12,2021,711,19,Organization,PHP,106,php:7.2-cli-buster,php
ICanBoogie/Facets,ICanBoogie/Facets/Dockerfile,12,2021,757,21,Organization,PHP,75,php:7.2-cli-buster,php
ICanBoogie/HTTP,ICanBoogie/HTTP/Dockerfile,15,2021,880,24,Organization,PHP,429,php:7.2-cli-buster,php
ICanBoogie/ICanBoogie,ICanBoogie/ICanBoogie/Dockerfile,12,2021,757,21,Organization,PHP,1074,php:7.2-cli-buster,php
ICanBoogie/Inflector,ICanBoogie/Inflector/Dockerfile,9,2021,618,15,Organization,PHP,143,php:7.1-cli-buster,php
ICanBoogie/Routing,ICanBoogie/Routing/Dockerfile,12,2021,836,21,Organization,PHP,284,php:7.2-cli-buster,php
ICanBoogie/bind-facets,ICanBoogie/bind-facets/Dockerfile,12,2021,757,21,Organization,PHP,24,php:7.2-cli-buster,php
Illarion-eV/Illarion-Server,Illarion-eV/Illarion-Server/.devcontainerDockerfile,6,2021,3035,56,Organization,C++,13713,buildpack-deps:${VARIANT}-curl,buildpack-deps
Illarion-eV/Illarion-Server,Illarion-eV/Illarion-Server/setupdockerbaseDockerfile,5,2021,970,23,Organization,C++,13713,debian:bullseye,debian
Intelworks/OpenTAXII,Intelworks/OpenTAXII/Dockerfile,6,2021,1091,27,Organization,Python,1483,python:3.9-slim,python
JBEI/ice,JBEI/ice/dockerDockerfile,1,2021,1434,26,Organization,Java,253737,tomcat:9-jdk16,tomcat
JFrogDev/project-examples,JFrogDev/project-examples/jenkins-examplespipeline-examplesresourceskanikoDockerfile,1,2021,50,2,Organization,C#,23402,alpine,alpine
JHaals/yopass,JHaals/yopass/Dockerfile,1,2021,382,13,User,TypeScript,20776,gcr.io/distroless/base,gcr.io/distroless/base
JIAZHEN/personal_web,JIAZHEN/personal_web/Dockerfile,17,2021,1030,26,User,JavaScript,20767,ruby:3.0.2,ruby
JeffersonLab/remoll,JeffersonLab/remoll/Dockerfile,4,2021,2108,24,Organization,Fortran,23453,jeffersonlab/jlabce:2.3-mt,jeffersonlab/jlabce
JetBrains/kotlin,JetBrains/kotlin/kotlin-nativetoolsllvm_builderDockerfile,7,2021,661,17,Organization,Kotlin,1409715,ubuntu:16.04,ubuntu
JetBrains/kotlin,JetBrains/kotlin/kotlin-nativetoolstoolchain_builderDockerfile,8,2021,1514,29,Organization,Kotlin,1409715,ubuntu:14.04,ubuntu
JilaFramework/jila-backend,JilaFramework/jila-backend/Dockerfile,9,2021,520,13,Organization,Ruby,288,ruby:2.7.3,ruby
JonathanReeve/bulk-etym,JonathanReeve/bulk-etym/.gitpod.Dockerfile,1,2021,210,1,User,Python,12125,gitpod/workspace-full,gitpod/workspace-full
Karaage-Cluster/karaage,Karaage-Cluster/karaage/Dockerfile,8,2021,904,24,Organization,Python,12469,brianmay/slurm:${SLURM_VER},brianmay/slurm
KeepSafe/aiohttp,KeepSafe/aiohttp/toolstestingDockerfile,3,2021,298,11,Organization,Python,21095,python:$PYTHON_VERSION,python
Kegbot/kegbot-server,Kegbot/kegbot-server/Dockerfile,8,2021,1248,49,Organization,JavaScript,13896,python:3-alpine,python
Kitware/CMake,Kitware/CMake/.gitlabcidockerdebian10-aarch64Dockerfile,1,2021,141,4,Organization,C,126662,arm64v8/debian:10,arm64v8/debian
Kitware/SMQTK,Kitware/SMQTK/devopsdockersmqtk_iqr_playgroundDockerfile,12,2021,5864,107,Organization,Terra,204513,smqtk-cpu,smqtk-cpu
Kitware/SMQTK,Kitware/SMQTK/devopsdockertplfaissgpuDockerfile,6,2021,3443,29,Organization,Terra,204513,nvidia/cuda:$CUDA_DEVEL_IMAGE_TAG,nvidia/cuda
Kitware/VTK,Kitware/VTK/.gitlabcidockerfedora34Dockerfile,1,2021,633,10,Organization,C++,256019,fedora:34,fedora
Kitware/maptk,Kitware/maptk/packagingDockerfile,10,2021,2477,31,Organization,C++,41580,nvidia/cuda:9.2-devel-ubuntu18.04,nvidia/cuda
Kozea/Radicale,Kozea/Radicale/Dockerfile,1,2021,561,9,Organization,Python,5345,python:3-alpine,python
LSST/qserv,LSST/qserv/admintoolsdockerbuild-userDockerfile,2,2021,1443,10,Organization,C++,137803,${QSERV_BUILD_BASE},${QSERV_BUILD_BASE}
LSST/qserv,LSST/qserv/admintoolsdockermariadbDockerfile,8,2021,3374,29,Organization,C++,137803,mariadb-scisql,mariadb-scisql
LSST/qserv,LSST/qserv/admintoolsdockerrunDockerfile,1,2021,1360,10,Organization,C++,137803,${QSERV_RUN_BASE},${QSERV_RUN_BASE}
LWJGL/lwjgl3-www,LWJGL/lwjgl3-www/assetschromiumDockerfile,4,2021,2110,11,Organization,TypeScript,23324,node:slim,node
Ladtech/page_magic,Ladtech/page_magic/Dockerfile,3,2021,193,8,Organization,Ruby,664,ruby:2.7.2-alpine,ruby
LearnBoost/node-canvas,LearnBoost/node-canvas/prebuildLinuxDockerfile,40,2021,5328,39,Organization,C++,4592,debian:stretch,debian
Learnosity/learnosity-sdk-java,Learnosity/learnosity-sdk-java/Dockerfile,2,2021,927,11,Organization,Java,14688,${JAVA_DIST}:${JAVA_VERSION},${JAVA_DIST}
Logitech/slimserver-platforms,Logitech/slimserver-platforms/DockerDockerfile,1,2021,1232,24,Organization,Inno Setup,133271,debian:bullseye-slim,debian
LordRalex/cp.ae97.net,LordRalex/cp.ae97.net/Dockerfile,2,2021,779,28,Organization,Go,2510,alpine,alpine
LubosD/darling,LubosD/darling/rpmDockerfile,8,2021,1214,20,Organization,C,39027,${OS},${OS}
Magfest/ubersystem,Magfest/ubersystem/Dockerfile,3,2021,217,5,Organization,JavaScript,72929,vmearl/sideboard:latest,vmearl/sideboard
Malizor/deckard,Malizor/deckard/INSTALLdockerDockerfile,24,2021,3388,24,User,Python,524,ubuntu:21.10,ubuntu
ManageIQ/manageiq,ManageIQ/manageiq/Dockerfile,3,2021,839,18,Organization,Ruby,314163,docker.io/manageiq/manageiq-ui-worker:${IMAGE_REF},docker.io/manageiq/manageiq-ui-worker
ManageIQ/miq_bot,ManageIQ/miq_bot/Dockerfile,7,2021,2796,61,Organization,Ruby,1356,registry.access.redhat.com/ubi8/ubi:8.3,registry.access.redhat.com/ubi8/ubi
MangoPay/mangopay2-php-sdk,MangoPay/mangopay2-php-sdk/php_envPHP_5.6Dockerfile,13,2021,565,19,Organization,PHP,1908,php:5.6-cli,php
MangoPay/mangopay2-php-sdk,MangoPay/mangopay2-php-sdk/php_envPHP_7.0Dockerfile,13,2021,565,19,Organization,PHP,1908,php:7.0-cli,php
MangoPay/mangopay2-php-sdk,MangoPay/mangopay2-php-sdk/php_envPHP_8.0Dockerfile,13,2021,585,20,Organization,PHP,1908,php:8.0.3-cli,php
MapStory/mapstory,MapStory/mapstory/Dockerfile,7,2021,3755,94,Organization,Python,34020,python:3.8.11,python
MattDevo/Coreboot,MattDevo/Coreboot/utildockercoreboot-jenkins-nodeDockerfile,7,2021,2422,36,User,C,173019,coreboot/coreboot-sdk:{{SDK_VERSION}},coreboot/coreboot-sdk
MattDevo/Coreboot,MattDevo/Coreboot/utildockercoreboot-sdkDockerfile,13,2021,2543,86,User,C,173019,debian:sid,debian
Metalab/mos,Metalab/mos/dockerDockerfile,4,2021,535,15,Organization,Python,1300,python:3,python
Microsoft/AppInsights-Java,Microsoft/AppInsights-Java/testsmokeappServersJetty.9jetty9.linux.partial.dockerfile,1,2021,1350,28,Organization,Java,169655,@JRE@,@JRE@
Microsoft/AppInsights-Java,Microsoft/AppInsights-Java/testsmokeappServersTomcat.8.5tomcat85.linux.partial.dockerfile,1,2021,1291,26,Organization,Java,169655,@JRE@,@JRE@
Mixbook/tagtical,Mixbook/tagtical/Dockerfile,6,2021,1263,37,Organization,Ruby,341,public.ecr.aws/debian/debian:stretch,public.ecr.aws/debian/debian
NAMD/AlertaDengue,NAMD/AlertaDengue/dockerDockerfile,5,2021,1934,38,Organization,Jupyter Notebook,25595,continuumio/miniconda3,continuumio/miniconda3
NORDUnet/opennsa,NORDUnet/opennsa/dockerDockerfile,4,2021,1119,25,Organization,Python,12300,debian:stable-slim,debian
NORDUnet/opennsa,NORDUnet/opennsa/websiteDockerfile,2,2021,46,2,Organization,Python,12300,klakegg/hugo:ext-alpine,klakegg/hugo
NREL/api-umbrella,NREL/api-umbrella/Dockerfile,13,2021,8430,145,Organization,Ruby,29344,debian:bullseye,debian
NYULibraries/eshelf,NYULibraries/eshelf/Dockerfile,2,2021,1517,36,Organization,Ruby,1177,ruby:2.6.6-alpine3.10,ruby
NYULibraries/findingaids,NYULibraries/findingaids/Dockerfile,1,2021,1317,29,Organization,Ruby,10131,ruby:2.5.5-alpine,ruby
NYULibraries/login,NYULibraries/login/Dockerfile,6,2021,1486,30,Organization,Ruby,3460,ruby:2.5.1-alpine,ruby
NYULibraries/marli,NYULibraries/marli/Dockerfile,2,2021,1515,36,Organization,Ruby,587,ruby:2.6-alpine3.10,ruby
NYULibraries/privileges,NYULibraries/privileges/Dockerfile,1,2021,1277,29,Organization,Ruby,799,ruby:2.6.2-alpine3.9,ruby
NaturalHistoryMuseum/ckanext-graph,NaturalHistoryMuseum/ckanext-graph/dockerDockerfile,5,2021,786,10,Organization,Python,113,openknowledge/ckan-dev:2.9,openknowledge/ckan-dev
Neamar/Corporate,Neamar/Corporate/Dockerfile,1,2021,111,5,User,Python,20663,python:2.7,python
Neverlord/libcppa,Neverlord/libcppa/.cicentos-7Dockerfile,1,2021,405,15,Organization,C++,35472,centos:7,centos
Neverlord/libcppa,Neverlord/libcppa/.cicentos-8Dockerfile,1,2021,211,11,Organization,C++,35472,centos:8,centos
Neverlord/libcppa,Neverlord/libcppa/.cidebian-10Dockerfile,1,2021,190,10,Organization,C++,35472,debian:10,debian
Neverlord/libcppa,Neverlord/libcppa/.cidebian-9Dockerfile,1,2021,327,15,Organization,C++,35472,debian:9,debian
Neverlord/libcppa,Neverlord/libcppa/.cifedora-33Dockerfile,1,2021,235,12,Organization,C++,35472,fedora:33,fedora
Neverlord/libcppa,Neverlord/libcppa/.cifedora-34Dockerfile,1,2021,235,12,Organization,C++,35472,fedora:34,fedora
Neverlord/libcppa,Neverlord/libcppa/.ciubuntu-16.04Dockerfile,1,2021,304,14,Organization,C++,35472,ubuntu:16.04,ubuntu
Neverlord/libcppa,Neverlord/libcppa/.ciubuntu-18.04Dockerfile,1,2021,223,11,Organization,C++,35472,ubuntu:18.04,ubuntu
Neverlord/libcppa,Neverlord/libcppa/.ciubuntu-20.04Dockerfile,1,2021,230,10,Organization,C++,35472,ubuntu:20.04,ubuntu
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-appimages-agentDockerfile,5,2021,1190,16,Organization,C++,24294,${IMAGE_BASE},${IMAGE_BASE}
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-bionic-gcc5-agentDockerfile,3,2021,416,7,Organization,C++,24294,ubuntu:18.04,ubuntu
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-bionic-gcc6-agentDockerfile,3,2021,402,7,Organization,C++,24294,ubuntu:18.04,ubuntu
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-bionic-gcc7-agentDockerfile,3,2021,402,7,Organization,C++,24294,ubuntu:18.04,ubuntu
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-bionic-gcc8-agentDockerfile,3,2021,402,7,Organization,C++,24294,ubuntu:18.04,ubuntu
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-bionic-llvm7-agentDockerfile,3,2021,342,4,Organization,C++,24294,ubuntu:18.04,ubuntu
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-mxe-agentDockerfile,4,2021,577,8,Organization,C++,24294,gocd/gocd-agent-ubuntu-18.04:v19.4.0,gocd/gocd-agent-ubuntu-18.04
Nitrokey/nitrokey-app,Nitrokey/nitrokey-app/ci-scriptsdockerfilesnitrokey-app-packaging-agentDockerfile,5,2021,1254,17,Organization,C++,24294,${IMAGE_BASE},${IMAGE_BASE}
OCHA-DAP/hdx-ckan,OCHA-DAP/hdx-ckan/Dockerfile,6,2021,3117,100,Organization,Python,243872,public.ecr.aws/unocha/debian-base-s6:10-slim,public.ecr.aws/unocha/debian-base-s6
OHDSI/WebAPI,OHDSI/WebAPI/Dockerfile,3,2021,1929,34,Organization,Java,28246,openjdk:8-jre-slim,openjdk
ORelio/Minecraft-Console-Client,ORelio/Minecraft-Console-Client/DockerDockerfile,3,2021,229,7,Organization,C#,9008,mono:6.12.0,mono
OpenChemistry/avogadrolibs,OpenChemistry/avogadrolibs/scriptsgithub-actionsdockerDockerfile,3,2021,395,10,Organization,C++,26875,${BASE_IMAGE},${BASE_IMAGE}
OpenChemistry/tomviz,OpenChemistry/tomviz/dockertomviz-dependenciesDockerfile,15,2021,4599,135,Organization,C++,17031,library/ubuntu:16.04,library/ubuntu
OpenDSA/OpenPOP,OpenDSA/OpenPOP/Dockerfile,7,2021,1285,28,Organization,Roff,313857,ruby:2.7.1,ruby
OpenNMS/opennms-provisioning-integration-server,OpenNMS/opennms-provisioning-integration-server/dockerDockerfile,2,2021,1516,36,Organization,Java,11130,openjdk:11.0.9-jre-slim,openjdk
OpenTransitTools/gtfsdb,OpenTransitTools/gtfsdb/Dockerfile,2,2021,152,6,Organization,Python,7396,python:3,python
OpencachingDeutschland/oc-server3,OpencachingDeutschland/oc-server3/dockerhttpdDockerfile,16,2021,643,16,Organization,PHP,60203,webdevops/php-apache-dev:7.2,webdevops/php-apache-dev
Overv/Open.GL,Overv/Open.GL/Dockerfile,3,2021,238,4,User,PHP,14888,php:7-apache,php
PIH/openmrs-module-pihmalawi,PIH/openmrs-module-pihmalawi/scriptsbwenziDockerfile,7,2021,607,11,Organization,Java,9528,tomcat:7-jre7,tomcat
PIH/openmrs-module-pihmalawi,PIH/openmrs-module-pihmalawi/scriptsbwenziomrs2Dockerfile,9,2021,794,13,Organization,Java,9528,tomcat:7-jdk8-openjdk,tomcat
PIH/openmrs-module-pihmalawi,PIH/openmrs-module-pihmalawi/scriptsneno-ciDockerfile,8,2021,744,12,Organization,Java,9528,tomcat:7-jdk8-openjdk,tomcat
PanDAWMS/panda-bigmon-core,PanDAWMS/panda-bigmon-core/coredocker-deploymentDockerfile,8,2021,1559,23,Organization,JavaScript,40174,python:3.7.1,python
PanDAWMS/panda-server,PanDAWMS/panda-server/Dockerfile,28,2021,1499,28,Organization,Python,22629,docker.io/centos:7,docker.io/centos
ParaStation/psmpi2,ParaStation/psmpi2/mpich2modulesucxbuildlibcentos7-release.Dockerfile,2,2021,1206,41,Organization,C,86265,nvidia/cuda:${CUDA_VERSION}-devel-centos7,nvidia/cuda
ParaStation/psmpi2,ParaStation/psmpi2/mpich2modulesucxbuildlibcentos7.Dockerfile,1,2021,357,16,Organization,C,86265,centos:7,centos
ParaStation/psmpi2,ParaStation/psmpi2/mpich2modulesucxbuildlibfedora.Dockerfile,1,2021,460,22,Organization,C,86265,fedora:32,fedora
ParaStation/psmpi2,ParaStation/psmpi2/mpich2modulesucxbuildlibubuntu-release.Dockerfile,4,2021,1397,41,Organization,C,86265,nvidia/cuda:${CUDA_VERSION}-devel-ubuntu${UBUNTU_VERSION},nvidia/cuda
Particular/ServiceControl,Particular/ServiceControl/srcdockerservicecontrol.amazonsqs-windows.dockerfile,1,2021,710,15,Organization,C#,57175,mcr.microsoft.com/dotnet/framework/runtime:4.7.2-windowsservercore-ltsc2016,mcr.microsoft.com/dotnet/framework/runtime
Particular/ServiceControl,Particular/ServiceControl/srcdockerservicecontrol.amazonsqs.audit-windows.dockerfile,1,2021,765,15,Organization,C#,57175,mcr.microsoft.com/dotnet/framework/runtime:4.7.2-windowsservercore-ltsc2016,mcr.microsoft.com/dotnet/framework/runtime
Particular/ServiceControl,Particular/ServiceControl/srcdockerservicecontrol.amazonsqs.audit.init-windows.dockerfile,1,2021,749,13,Organization,C#,57175,mcr.microsoft.com/dotnet/framework/runtime:4.7.2-windowsservercore-ltsc2016,mcr.microsoft.com/dotnet/framework/runtime
