repo_name,year,file_size,loc,owner_type,language,size,base_image_full,base_image
serenelily/RussStation,2021,2461,61,User,DM,291039,byond,byond
FrankBakkerNl/netdaemon,2021,1554,43,User,C#,2061,mcr.microsoft.com/dotnet/sdk:5.0,mcr.microsoft.com/dotnet/sdk
adv-tech/docker-nginx-certbot,2021,2620,48,Organization,Shell,296,nginx:1.21.3,nginx
hackbg/terra-fm-metrics-exporter,2021,562,12,Organization,Go,353,alpine:3.12,alpine
DomGarguilo/accumulo-testing,2021,1998,31,User,Java,947,centos:7,centos
VictorAssunc/expenses,2019,276,9,User,None,209,alpine,alpine
Azzagog/django_alex_cmdb,2021,284,9,User,JavaScript,89400,python:3,python
JayCeeJr/ui,2021,388,11,User,Elm,3468,fholzer/nginx-brotli:v1.19.1,fholzer/nginx-brotli
np-nam/chivi,2021,148,7,User,Crystal,42095,amberframework/amber:1.0.0rc2,amberframework/amber
mpppk/firebase-todoapp,2020,178,5,User,TypeScript,6135,node:10-alpine,node
mpppk/tatoe,2021,702,23,User,TypeScript,681,node:16.13.0-slim,node
maxim75/data-visualization,2021,172,4,User,Jupyter Notebook,47716,jupyter/scipy-notebook:latest,jupyter/scipy-notebook
CertifiedWebMaster/cloud-run-button,2020,343,10,User,Go,778,gcr.io/cloudshell-images/cloudshell:latest,gcr.io/cloudshell-images/cloudshell
M2kishore/docker-altair,2021,119,6,User,JavaScript,30,node:current-alpine3.13,node
srittau/FakeSMTPd,2021,508,15,User,Python,189,python:3.9-buster,python
MeowwBox/LIEF,2021,994,14,Organization,C++,52914,quay.io/pypa/manylinux1_x86_64:2020-12-30-e2b3664,quay.io/pypa/manylinux1_x86_64
likecoin/likecoin-tx-poll,2019,143,8,Organization,JavaScript,2360,node:10,node
DevZep/oscar-web,2021,1446,25,Organization,Ruby,54048,ruby:2.3.3,ruby
Mossop/allthethings,2021,289,11,User,TypeScript,9065,node:lts-alpine,node
nikolai-deriv/legacy-bot,2019,102,3,User,JavaScript,195162,nginx:alpine,nginx
ska-telescope/lmc-base-classes,2021,1061,16,Organization,Python,8865,nexus.engageska-portugal.pt/ska-tango-images/pytango-runtime:9.3.3.3,nexus.engageska-portugal.pt/ska-tango-images/pytango-runtime
ska-telescope/tmc-prototype,2021,906,18,Organization,Python,30266,artefact.skao.int/ska-tango-images-pytango-runtime:9.3.10,artefact.skao.int/ska-tango-images-pytango-runtime
ska-telescope/mid-cbf-mcs,2021,675,5,Organization,Python,5090,artefact.skao.int/ska-tango-images-pytango-runtime:9.3.10,artefact.skao.int/ska-tango-images-pytango-runtime
ska-telescope/tango-example,2021,840,15,Organization,Python,1660,$BASE_IMAGE,$BASE_IMAGE
Steven0351/docker-phoenix,2021,521,16,User,Dockerfile,100,elixir:1.12.3,elixir
OGJG-ZAMONG/ZAMONG-Backend-V1,2021,137,4,Organization,Java,5481,openjdk:11-jdk,openjdk
ErenYeager0911/EvilBot,2021,1666,64,User,Python,1296,python:3.8.5-slim-buster,python
nimiq/core-rs-albatross,2021,1307,21,Organization,Rust,11785,ubuntu:21.04,ubuntu
almeidasilvaf/bears,2021,4875,70,User,R,3610,rocker/r-ver:4.1.0,rocker/r-ver
mythocelt/docker-db-tools,2021,255,4,User,Dockerfile,17,alpine:latest,alpine
onflow/fcl-dev-wallet,2021,1077,25,Organization,TypeScript,1141,node:alpine,node
guidesmiths/service-bus-inspector,2020,350,10,Organization,JavaScript,2757,node:10.16,node
textileio/bidbot,2021,716,20,Organization,Go,1351,alpine,alpine
draios/probe-builder,2021,295,19,Organization,Shell,280,alpine,alpine
innoq/innoq-styleguide,2021,123,7,Organization,HTML,138026,node:14,node
innoq/action-cargo-test-report,2021,743,16,Organization,Shell,258,scratch,scratch
Julianne420/mastodon,2021,3779,87,User,Ruby,144352,ubuntu:20.04,ubuntu
xchem/fragalysis-api,2020,413,9,Organization,Jupyter Notebook,28521,conda/miniconda3,conda/miniconda3
muhammadmubashir2329/wagtail-on-cloudrun,2021,871,9,User,Python,57,python:3.9-slim,python
kisudsoe/PostGWAS-tools,2021,1494,30,User,R,13912,ubuntu:latest,ubuntu
MollyBe/docker-transmission-openvpn,2021,3651,71,User,Shell,47802,ubuntu:20.04,ubuntu
MollyBe/arch-privoxyvpn,2021,845,11,User,Shell,98,binhex/arch-int-vpn:latest,binhex/arch-int-vpn
RajarsheeDhar/Docker,2021,106,4,User,Python,4323,python:latest,python
marcosadriano05/clean-api-ts,2021,92,4,User,TypeScript,763,node:14,node
teddylear/packer,2020,931,23,User,Go,95200,docker.mirror.hashicorp.services/ubuntu:16.04,docker.mirror.hashicorp.services/ubuntu
lymanepp/core,2021,1118,26,User,Python,277645,${BUILD_FROM},${BUILD_FROM}
lymanepp/ddns-updater,2021,3219,77,User,Go,6194,scratch,scratch
jahid90-minance-app/service,2021,243,8,Organization,Java,137,adoptopenjdk:16-jre,adoptopenjdk
jahid90-minance-app/react-client,2021,292,11,Organization,TypeScript,6134,nginx:alpine,nginx
Belartale/boilerplate,2020,180,6,User,TypeScript,2436,nginx:alpine,nginx
Belartale/weather,2021,180,6,User,TypeScript,2765,nginx:alpine,nginx
Arhell/website-1,2021,955,21,User,HTML,324168,golang:1.15-alpine,golang
mouhsen-ibrahim/external-secrets,2021,195,6,User,Go,4279,alpine:3.14.1,alpine
codacy/codacy-eslint,2021,726,19,Organization,TypeScript,138264,node:$NODE_IMAGE_VERSION,node
codacy/codacy-stylelint,2021,185,4,Organization,Scala,3152,amazoncorretto:8-alpine3.14-jre,amazoncorretto
codacy/codacy-metrics-pdepend,2021,1105,27,Organization,PHP,702,base,base
denisprn/RUIAN,2021,126,4,User,Java,405,openjdk:16,openjdk
bmeg/grip,2021,331,11,Organization,Go,4999,alpine,alpine
noahtalerman/fleet-1,2021,304,7,User,Go,90944,alpine,alpine
thestackcoder/bookshelf-backend,2021,158,6,User,Python,15,python:3,python
alexisnde1977/helloworld2021,2021,142,2,User,Java,23,tomcat:8-jre8,tomcat
belezanaweb/repository-mirroring-action,2019,174,6,Organization,Shell,4,alpine:3.10,alpine
RichardPilbery/api,2021,602,21,User,None,1705,node:12.8-alpine,node
ai2cm/fv3gfs-physics,2021,2051,66,Organization,Python,445,ubuntu:latest,ubuntu
MichalMaler/che-docs,2020,1614,27,User,CSS,153597,ruby:2.6-alpine,ruby
InteIIigeNET/HwProj-2.0.1,2019,415,11,Organization,TypeScript,9068,base,base
alienhead12/slam-mirrorbot,2021,409,13,User,Python,1818,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
InvoiceBox/docs,2021,197,8,Organization,SCSS,1494,ruby:2.6,ruby
viogp/viogp.github.io,2018,116,5,User,HTML,11283,jekyll/jekyll,jekyll/jekyll
RJ-SMTR/maestro,2021,1252,17,Organization,Python,794,python:3.8-slim,python
wallix/redemption,2021,753,9,Organization,C++,245107,ubuntu:18.04,ubuntu
snps9225/insecure-bank,2020,582,11,User,JavaScript,4249,tomcat:8.0-jre8,tomcat
shrkant/delfin,2021,941,12,User,Python,1636,ubuntu:18.04,ubuntu
jaimevalero/push-kaggle-dataset,2020,473,10,User,Python,112,python:3.8,python
iternity-dotcom/minio,2021,103,4,User,Go,101750,minio/minio:latest,minio/minio
PatrickWWork/docs,2019,205,9,User,HTML,53376,jekyll/jekyll,jekyll/jekyll
Erastuskanyatta/engineering-education,2021,861,28,User,SCSS,1015380,ubuntu:bionic,ubuntu
sagargg/ckan,2021,2454,56,User,Python,175693,ubuntu:focal-20210119,ubuntu
ucsf-app/site,2021,1194,21,User,PHP,33767,wordpress:latest,wordpress
YorickPeterse/inko,2020,1105,18,User,Rust,8352,alpine:3,alpine
andrey-yantsen/timeguard-mqtt,2021,560,12,User,Python,120,python:3.9-alpine,python
arminstr/ros_ci_docker,2021,2294,56,User,Dockerfile,15,ros:melodic-ros-base,ros
josh-project/josh,2021,569,16,Organization,Rust,5043,rust:1.54,rust
Taknok/discord-free-games-notifier,2021,651,15,User,None,695,node:12.20.0-alpine3.12,node
TheNinza/vaccimailer,2021,114,7,User,JavaScript,113,node:14,node
CptnReef/BINGO_websocket.io,2021,88,6,User,JavaScript,443,node:latest,node
benoybose/hoolang,2019,88,5,User,C++,3043,benoybose/hooc-gcc,benoybose/hooc-gcc
sehun013/springboot_testcode,2021,165,4,User,Java,204,openjdk:11-jdk-slim,openjdk
LolaThePretty/HackerSM64,2020,488,14,User,C,41467,ubuntu:18.04,ubuntu
Cxiaoao/hkfqok,2021,205,5,User,Shell,108,alpine:latest,alpine
MuneebMohammed/mango-explorer,2021,1900,32,User,Python,2496,jupyter/scipy-notebook:latest,jupyter/scipy-notebook
linconlrufino/rentalx,2021,116,7,User,TypeScript,1441,node,node
nfrankel/fast-maven-builds,2021,309,10,Organization,Kotlin,54,openjdk:11-jre-slim-buster,openjdk
suddenlyGiovanni/TypeScript,2020,252,6,User,TypeScript,1569809,node:current,node
ParkSeoJoon2005/TheAurora,2021,1707,64,User,Python,5084,python:3.8.5-slim-buster,python
aoswalt/dotfiles,2019,467,25,User,Shell,2087,ubuntu,ubuntu
sumithiverve/MapStore2,2021,1275,31,User,JavaScript,212026,tomcat:9-jdk11-openjdk,tomcat
netwerk-digitaal-erfgoed/dataset-register,2021,383,17,Organization,TypeScript,4487,node:lts-alpine,node
mosesmwangi442/engineering-education,2021,861,28,User,SCSS,1021700,ubuntu:bionic,ubuntu
ethersphere/bee,2021,708,21,Organization,Go,11923,debian:10.10-slim,debian
dalloriam/dotfiles,2021,569,14,User,Rust,24125,ubuntu:20.04,ubuntu
mb-wali/notification-agent,2018,912,21,User,None,146,clojure:lein-alpine,clojure
mb-wali/terrain,2021,1512,30,User,None,1248,clojure:openjdk-17-lein-alpine,clojure
mb-wali/sonora,2021,222,9,User,JavaScript,19298,node:15-alpine,node
TestingConferences/testingconferences.github.io,2020,173,6,Organization,SCSS,2705,jekyll/jekyll:3.8,jekyll/jekyll
ayushagarwal0316/Project-X,2021,520,14,User,TypeScript,1306,node:14,node
celprov/niworkflows,2021,6840,139,User,None,317962,ubuntu:xenial-20191010,ubuntu
zigen/omnetpp-wasm,2021,380,7,User,JavaScript,20444,emscripten/emsdk:2.0.25,emscripten/emsdk
djoamersfoort/aanmelden,2021,577,17,Organization,Python,416,python:3.8-alpine,python
jmservera/legacyvb6ink8s,2021,1808,24,User,VBA,2029,mcr.microsoft.com/windows/servercore:ltsc2019,mcr.microsoft.com/windows/servercore
Sueporee/v2ray-heroku,2021,205,5,User,Shell,107,alpine:latest,alpine
Godku7585/discord-bot,2021,196,8,User,None,333,node:16.10.0,node
neurosutton/curate-bids,2020,385,8,User,None,216,flywheel/bids-client:0.9.1,flywheel/bids-client
JoeBawn/DevOps-Course-Starter,2021,1082,28,User,HTML,17871,base,base
Amanwarlock/docker-react-travisCI,2021,238,8,User,HTML,190,nginx,nginx
cleverpush/cleverpush-developer-docs,2020,145,7,Organization,HTML,24607,node:lts,node
drake127/nwnxee,2020,799,17,User,C++,202529,nwnxee/nwnxee-base,nwnxee/nwnxee-base
sunrawme/hello-world,2018,133,3,User,Java,39,tomcat:8-jre8,tomcat
iliana/before,2021,447,11,User,Rust,8976,debian:buster-slim,debian
vidra-io/absolute-api,2021,305,9,Organization,JavaScript,435,node:14.17-alpine,node
reearth/reearth-backend,2021,606,17,Organization,Go,2797,scratch,scratch
reearth/reearth,2021,146,5,Organization,JavaScript,218,$REEARTH_BACKEND_IMAGE,$REEARTH_BACKEND_IMAGE
dimagi/commcare-hq,2021,2054,44,Organization,Python,630544,python:3.6,python
KLXLjun/KLXLjun,2020,167,5,User,Python,374,python:latest,python
froescayo/prog-acad-api,2021,355,14,User,TypeScript,1839,node:14-alpine,node
amalrails/scalelite,2021,3137,85,User,Ruby,972,application,application
zquestz/bitcoincash,2017,91,3,User,CSS,64305,nginx,nginx
dhruvmanila/unrasterize,2019,469,24,User,Python,9266,jupyter/scipy-notebook:latest,jupyter/scipy-notebook
GSPuniani/Fire-Detection-API-Project,2021,724,11,User,Jupyter Notebook,3102,python:3.6-slim,python
bigbrain-cmd/spring-petclinic,2021,130,5,User,CSS,7597,openjdk:8-jdk-alpine,openjdk
idelic-inc/idelic-js,2021,335,15,Organization,TypeScript,2787,node:12,node
8032/skf-labs,2021,682,17,User,Python,59853,codercom/code-server:3.8.0,codercom/code-server
kotakerdus/qmk_firmware,2021,100,4,User,C,184536,qmkfm/qmk_cli,qmkfm/qmk_cli
ersilia-os/ersilia,2021,133,7,Organization,Python,11102,bentoml/model-server:0.11.0,bentoml/model-server
ersilia-os/eos1vms,2021,141,6,Organization,Python,8436,bentoml/model-server:0.11.0-py37,bentoml/model-server
ersilia-os/eos8a4x,2021,124,5,Organization,Python,31,bentoml/model-server:0.11.0-py37,bentoml/model-server
ersilia-os/eos2lm8,2021,112,5,Organization,Python,17,bentoml/model-server:0.11.0-py37,bentoml/model-server
