repo_name,year,file_size,loc,owner_type,language,size,base_image_full,base_image
ra-astons/qmk_firmware,2021,100,4,User,C,183335,qmkfm/qmk_cli,qmkfm/qmk_cli
jnlin/gitea,2021,1577,50,User,Go,215593,alpine:3.13,alpine
iossifovlab/gpf,2021,688,16,Organization,Python,71459,${REGISTRY}seqpipe-anaconda-base:${BASE_IMAGE_TAG},${REGISTRY}seqpipe-anaconda-base
liarco/monorepo-split-github-action,2021,356,6,User,None,147,php:8.0-cli,php
astail/chatwork-discord-bot,2021,370,6,User,Scala,8,java:8-jre,java
loomio/loomio,2021,1111,22,Organization,Ruby,177674,ruby:2.7.4,ruby
elastos/Elastos.ELA.SideChain.ESC,2021,483,8,Organization,Go,80796,alpine:latest,alpine
open-sauced/open-sauced,2021,409,17,Organization,JavaScript,94284,nginx:1.21-alpine,nginx
Silex/docker-nix,2021,1819,30,User,Dockerfile,44,alpine,alpine
cyberranjith/project-ml-microservice-kubernetes,2021,441,7,User,Python,219,python:3.7.3-stretch,python
sogis/ilivalidator-web-service-websocket,2021,1129,21,Organization,Java,3896,debian:bullseye-slim,debian
sogis/gretljobs,2021,438,9,Organization,Groovy,2395,crunchydata/crunchy-postgres-gis:centos8-13.3-3.1-4.6.3,crunchydata/crunchy-postgres-gis
sogis/gb2av-web-service,2021,453,12,Organization,Java,701,adoptopenjdk/openjdk11:latest,adoptopenjdk/openjdk11
sogis/ili2gpkg-web-service-ws,2021,915,18,Organization,Java,1166,adoptopenjdk:8u262-b10-jre-hotspot,adoptopenjdk
zrrrzzt/tfk-api-unoconv,2020,464,11,User,JavaScript,236,telemark/docker-node-unoconv:10.20.1,telemark/docker-node-unoconv
metadew/iesi-ui,2021,624,14,Organization,TypeScript,4619,nginx,nginx
lukaszbudnik/migrator,2021,593,15,User,Go,4402,alpine:3.14,alpine
sajidshahriar72543/slam-mirrorbot,2021,409,13,User,Python,912,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
atecon/calendar_utils,2020,134,6,User,Makefile,35,atecon/gretl,atecon/gretl
bonzoyang/DeBugger,2021,120,4,User,Python,13269,python:3.8.10,python
fritterhoff/otter-grader,2021,1844,36,User,Python,45770,ubuntu:20.04,ubuntu
sdvcrx/RSSHub,2021,2182,46,User,JavaScript,63506,node:14-slim,node
SumoLogic-Incubator/sumocli,2021,255,8,Organization,Go,28360,golang:1.16.6-alpine,golang
kreut/libretext,2021,1343,43,User,PHP,40676,php:7.4-apache,php
briancullinan/planet_quake,2021,6735,118,User,C,1003532,quay.io/parkervcp/pterodactyl-images:debian_nodejs-14,quay.io/parkervcp/pterodactyl-images
wetw/Wedding,2021,662,17,Organization,JavaScript,1407,base,base
brando90/ultimate-utils,2021,1331,6,User,Python,7466,continuumio/miniconda3,continuumio/miniconda3
codefresh-io/cli-v2,2021,1413,38,Organization,Go,930,alpine:3.13,alpine
codefresh-io/argo-workflows,2021,5338,87,Organization,Go,52520,scratch,scratch
lykinsbd/leanpub-multi-action,2021,396,10,User,Python,307,python:3.9-slim,python
yogageek/ifactory-dwi,2021,543,6,User,Go,8880,golang:1.16-alpine,golang
pornpoi/ptt-saap-be,2021,430,13,User,TypeScript,7724,node:10,node
Cosmo-Tech/azure-storage-publish,2021,101,5,Organization,JavaScript,29,node:16.2.0-alpine3.11,node
HDFGroup/hsds,2021,1539,44,Organization,Python,6895,debian:buster-slim,debian
Jobbiez/sitkmutt-static-web,2021,232,5,User,HTML,3282,nginx:1.21.3-alpine,nginx
Jobbiez/sitkmutt-bookinfo-reviews,2021,599,10,User,Java,8,websphere-liberty:19.0.0.12-kernel-java8-ibmjava,websphere-liberty
shubhangi013/SecureTea-Project,2019,1027,23,User,JavaScript,63075,python:3.8.0b3-buster,python
opencollective/opencollective-frontend,2021,792,24,Organization,JavaScript,383311,node:14.18,node
opencollective/opencollective-rest,2021,549,19,Organization,JavaScript,45963,node:11.8,node
tdex-network/tdex-daemon,2021,1793,47,Organization,Go,2261,debian:buster,debian
jenkins-infra/jenkins.io,2021,1738,37,Organization,HTML,515929,nginx:1.17,nginx
jamescurtin/jamesandelizedotcom,2021,194,6,User,JavaScript,14468,node:16.13.0,node
file-share-platform/central-api,2021,156,8,Organization,Rust,74,rust:1.55.0,rust
YAPP-19th/iOS1-Backend,2021,87,3,Organization,Java,1113,openjdk:11-jdk,openjdk
YAPP-19th/Android-Team-2-Backend,2021,313,10,Organization,Java,524,adoptopenjdk/openjdk11:alpine-jre,adoptopenjdk/openjdk11
plantinformatics/pretzel,2021,1525,29,Organization,JavaScript,22533,node:10-alpine,node
armory/armory-cli,2021,444,13,Organization,Go,717,debian:10.10-slim,debian
armory/docs,2020,201,8,Organization,HTML,82437,jekyll/jekyll:3.8,jekyll/jekyll
LT-Students/DigitalOffice-MessageService,2021,363,11,Organization,C#,476,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
LT-Students/DigitalOffice-TimeService,2021,360,11,Organization,C#,397,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
LT-Students/DigitalOffice-RightsService,2021,362,11,Organization,C#,221,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
LT-Students/DigitalOffice-UserService,2021,360,11,Organization,C#,947,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
LT-Students/DigitalOffice-NewsService,2021,360,11,Organization,C#,191,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
LT-Students/DigitalOffice-CompanyService,2021,363,11,Organization,C#,591,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
LT-Students/DigitalOffice-frontend,2021,1031,19,Organization,TypeScript,6966,nginx:alpine,nginx
LT-Students/DigitalOffice-ProjectService,2021,363,11,Organization,C#,712,mcr.microsoft.com/dotnet/aspnet:5.0-buster-slim,mcr.microsoft.com/dotnet/aspnet
ContextLogic/autobots-marketplace,2021,1460,25,Organization,Go,405,registry-gitlab.i.wish.com/contextlogic/tooling-image/node:13.12.0-alpine,registry-gitlab.i.wish.com/contextlogic/tooling-image/node
nvsnkv/NVs.OccupancySensor,2021,2403,53,User,C#,339,emgucv,emgucv
stargate/stargate-grpc-nosqlbench,2020,143,5,Organization,Java,53681,openjdk:15-alpine,openjdk
quiltdata/lambda,2021,626,12,Organization,Dockerfile,23,amazon/aws-sam-cli-emulation-image-python3.7,amazon/aws-sam-cli-emulation-image-python3.7
lumel-uk/docker-unifi-controller,2021,1097,20,User,Shell,77,ubuntu:18.04,ubuntu
Opus-Interactive/airflow,2021,22260,331,Organization,Python,134701,${PYTHON_BASE_IMAGE},${PYTHON_BASE_IMAGE}
lspiehler/win-print-mgmt,2021,199,7,User,JavaScript,222,node:lts-alpine,node
Et3rnel/wordpress-countdown-plugin,2021,269,3,User,PHP,32,wordpress:latest,wordpress
leonardoramoss/docker-golang-codeeducation,2021,160,7,User,Dockerfile,1,scratch,scratch
babywyrm/Nettacker,2021,339,12,User,HTML,8708,python:3.10.0rc2,python
babywyrm/localstack,2021,4062,65,User,Python,18326,localstack/java-maven-node-python,localstack/java-maven-node-python
gaocegege/taichi,2021,2628,56,User,None,39033,nvidia/cuda:10.0-devel-ubuntu18.04,nvidia/cuda
flatcloud0b3/electrs,2021,772,13,User,Rust,3516,base,base
kartik-579/kartik-repo-test-1-pub,2021,1266,34,User,Dockerfile,14,python:3.8,python
raptorsun/cluster-monitoring-operator,2021,1046,17,User,Go,49800,registry.ci.openshift.org/ocp/4.10:base,registry.ci.openshift.org/ocp/4.10
GoldinEA/php-project-lvl2,2021,825,11,User,PHP,191,php:8.0-cli,php
zshMVP/mihoyo,2021,282,12,User,Python,40,python:3-alpine,python
digitalinteraction/climatered-client,2021,494,10,Organization,Vue,15945,nginx:1.19.7-alpine,nginx
fusion-energy/neutronics_material_maker,2020,976,14,Organization,Python,29538,ubuntu:18.04,ubuntu
fusion-energy/fusion_neutronics_workflow,2021,8399,142,Organization,Python,1429,ghcr.io/fusion-energy/fusion-neutronics-workflow:dependencies,ghcr.io/fusion-energy/fusion-neutronics-workflow
fusion-energy/paramak,2021,2788,31,Organization,Python,8372,ghcr.io/fusion-energy/paramak:dependencies,ghcr.io/fusion-energy/paramak
the78mole/home-assistant.io,2021,634,16,User,None,404863,mcr.microsoft.com/vscode/devcontainers/ruby:${VARIANT},mcr.microsoft.com/vscode/devcontainers/ruby
wc7086/znc,2021,1160,42,User,C++,20030,alpine:3.13,alpine
teachmind/Parcel-Service,2021,87,6,Organization,Go,316,golang,golang
surprise-automation/minecraft,2021,1601,36,Organization,Dockerfile,11,centos/systemd,centos/systemd
SergioVenicio/music-player,2020,549,13,User,Python,96055,python:3.9-alpine,python
thomiz/build-pipeline,2021,793,12,User,GLSL,663,openjdk:11-jre-slim,openjdk
ilabsea/scorecard-web,2021,1055,24,Organization,Ruby,13573,ruby:2.7.2,ruby
skearn64/cicd_project2,2021,376,7,User,Python,4476,python:3.7.3-stretch,python
c2corg/c2c_ui,2021,585,14,Organization,Vue,386754,openresty/openresty:buster,openresty/openresty
c2corg/serac-ui,2019,518,16,Organization,Vue,8145,openresty/openresty:stretch,openresty/openresty
FnControlOption/brew,2020,1698,45,User,None,55869,ubuntu:$version,ubuntu
dennisvnel/covid19za,2020,1217,19,User,Jupyter Notebook,81411,alpine:latest,alpine
drewstinnett/goreleaser,2021,364,16,User,Go,11409,golang:1.17.2-alpine,golang
PatrickCmd/oclapi2,2021,472,18,User,None,15273,python:3.8.3,python
estyak115/hero-vpn-lifetime,2021,4812,103,User,Dockerfile,1606,ubuntu:20.04,ubuntu
arindamroy-eng/pytorch-1,2021,2930,64,User,None,683724,official,official
mrh929/docker-vsftpd,2021,1158,41,User,Shell,76,centos:7,centos
ILyaAX/dock-compose,2021,242,8,User,Dockerfile,16,ubuntu:20.04,ubuntu
N0BLEWOLF/TelethonFridayUB,2021,2427,67,User,Python,1862,kalilinux/kali-rolling,kalilinux/kali-rolling
anakin1359/circle_app,2021,1299,26,User,Ruby,3129,ruby:2.5,ruby
tulibraries/manifold,2020,1219,34,Organization,Ruby,112938,rubybox,rubybox
timiurchenko/goof,2021,222,10,User,None,5252,node:14.1.0,node
puzzle/jenkins-techlab,2021,299,8,Organization,CSS,7543,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
puzzle/ansible-training,2021,314,8,Organization,Dockerfile,12629,nginxinc/nginx-unprivileged:alpine,nginxinc/nginx-unprivileged
puzzle/gitlab-ci-cd-training,2021,259,7,Organization,HTML,4962,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
puzzle/skills,2021,1970,41,Organization,Ruby,17396,ruby:2.7-slim,ruby
puzzle/microservices-lab,2021,235,7,Organization,Java,5214,nginxinc/nginx-unprivileged:alpine,nginxinc/nginx-unprivileged
puzzle/prometheus-training,2021,380,9,Organization,HTML,5721,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
puzzle/amm-techlab,2021,259,7,Organization,Dockerfile,31584,nginxinc/nginx-unprivileged:1.21-alpine,nginxinc/nginx-unprivileged
na/metaplex,2021,1231,21,User,Rust,30060,node:14.17.3-alpine,node
gburges/clowder,2021,938,18,User,None,3534,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
chanzuckerberg/single-cell-data-portal,2021,1467,27,Organization,Python,35448,ubuntu:focal-20210119,ubuntu
chanzuckerberg/idseq-web,2021,2856,35,Organization,JavaScript,39637,ruby:2.7-buster,ruby
chanzuckerberg/cellxgene,2020,304,8,Organization,JavaScript,234622,ubuntu:bionic,ubuntu
jason-thomas-allen/kiada,2021,81,4,User,JavaScript,545,node:16,node
hspaans/molecule-container-debian,2021,829,13,User,Dockerfile,117,docker.io/debian:bullseye-20211011-slim,docker.io/debian
hspaans/molecule-container-fedora,2021,520,8,User,Dockerfile,74,docker.io/fedora:35,docker.io/fedora
hspaans/molecule-container-ubuntu,2021,812,13,User,Dockerfile,108,docker.io/ubuntu:22.04,docker.io/ubuntu
Insax/CSC-Bot,2021,499,18,User,JavaScript,3291,node:16-alpine,node
OSC/ondemand,2021,2717,63,Organization,JavaScript,16939,rockylinux/rockylinux:8,rockylinux/rockylinux
rakelmm/API-com-NodeJS-ignite,2021,118,7,User,TypeScript,294,node,node
epicarts/fosslight,2021,756,15,User,Java,23349,openjdk:8-jre-alpine,openjdk
framasoft/mobilizon,2021,259,5,Organization,Elixir,47673,elixir:alpine,elixir
Squoss/Squawg,2021,1138,26,Organization,Scala,2722,openjdk:11-jre,openjdk
tomreeb/fruit_basket,2021,217,8,User,Python,15,python:3,python
ParleyHub/Apollo,2021,443,17,Organization,TypeScript,2457,node:16.6.1-alpine,node
diptiranjanpx/stork,2021,1604,28,User,Go,30824,registry.access.redhat.com/ubi8-minimal:latest,registry.access.redhat.com/ubi8-minimal
yuzhaozhi1/admin_go,2021,112,5,User,Go,50912,golang:alpine,golang
dylanhthomas/nopCommerce,2021,3156,52,User,C#,842325,mcr.microsoft.com/dotnet/core/aspnet:3.1-alpine,mcr.microsoft.com/dotnet/core/aspnet
aspc/aspc-website,2021,1789,24,Organization,Ruby,11617,ruby:2.6.3,ruby
clowder-framework/clowder,2021,2134,43,Organization,JavaScript,51612,java:jre-alpine,java
dcsaorg/DCSA-OVS,2021,431,13,Organization,Java,386,debian:buster,debian
dcsaorg/DCSA-OVS-Notifications,2021,445,13,Organization,Java,248,debian:buster,debian
vikraman/popl22-symmetries-artifact,2021,466,12,User,Dockerfile,2584,,
fullctl/fullctl,2021,986,34,Organization,Python,870,base,base
stash86/freqtrade,2021,1578,38,User,Python,57202,base,base
Niennienzz/cncamp-a01,2021,678,9,User,Go,63,gcr.io/distroless/base-debian10,gcr.io/distroless/base-debian10
ivmdiaz/appgro-front,2021,234,9,User,TypeScript,6338,nginx,nginx
bobcallaway/dex,2021,1793,37,User,Go,21826,alpine:3.14.2,alpine
mcallejas95/k8s-files,2021,2889,49,User,Dockerfile,22,jenkins/jenkins:latest,jenkins/jenkins
saniok92/CI-to-DockerHub,2021,16,1,User,HTML,202,alpine:3.14,alpine
teamy/netdata,2020,29,1,User,C,72261,,
Metro2022/Metro2022,2021,2461,61,Organization,DM,129552,byond,byond
Unoperate/pytorch-cbt,2021,7173,157,Organization,Python,214,ubuntu:focal,ubuntu
skolorna/auth1,2021,684,22,Organization,Rust,1241,alpine:latest,alpine
pradeepnnv/golang-temperature-converter-cli,2020,224,8,User,Go,9,golang:1.13,golang
gbvsilva/podio_api_docker,2021,419,11,User,Python,5955,python:3.8-alpine,python
DBCG/cqf-ruler,2021,718,12,Organization,Java,7009,jetty:9-jre11,jetty
chrismeh/scalemate,2021,158,7,User,Go,163,golang:alpine,golang
0loggo/gaga1-test,2021,202,5,User,Shell,99,alpine:3.5,alpine
suecarmol/TWLight,2021,1965,44,User,Python,196560,twlight_base,twlight_base
hh5122/NekoX,2021,1759,26,User,Java,989074,gradle:7.0.2-jdk11,gradle
mathiasarens/rentmonitor-server-loopback,2021,585,10,User,TypeScript,2731,node:16.10-alpine,node
hashicorp/terraform,2020,805,10,Organization,Go,190358,docker.mirror.hashicorp.services/golang:alpine,docker.mirror.hashicorp.services/golang
hashicorp/actions-generate-metadata,2021,516,12,Organization,Go,28,alpine:latest,alpine
hashicorp/terraform-cdk,2021,1036,11,Organization,TypeScript,33642,docker.mirror.hashicorp.services/jsii/superchain:node14,docker.mirror.hashicorp.services/jsii/superchain
hashicorp/consul,2021,2686,29,Organization,Go,356113,alpine:3.13,alpine
hashicorp/waypoint,2021,2729,40,Organization,Go,121934,docker.mirror.hashicorp.services/alpine:3.13.5,docker.mirror.hashicorp.services/alpine
hashicorp/packer,2020,931,23,Organization,Go,97841,docker.mirror.hashicorp.services/ubuntu:16.04,docker.mirror.hashicorp.services/ubuntu
ilyam8/netdata,2020,29,1,User,C,58461,,
reinterpretcat/vrp,2021,909,22,User,Rust,6501,alpine:3.12,alpine
lightningnetwork/lnd,2021,1851,27,Organization,Go,57009,alpine,alpine
ts-lang/TypeScript,2020,252,6,User,TypeScript,1385947,node:current,node
WISE-Community/WISE-Client,2021,327,11,Organization,TypeScript,329863,node:14.17-alpine,node
evernote/forseti-security,2020,3652,64,Organization,None,87403,runtime,runtime
robcog-iai/RobCoG,2021,1096,8,Organization,C#,2183225,adamrehn/ue4-runtime:latest,adamrehn/ue4-runtime
clcollins/osde2e,2020,313,9,User,Go,391907,registry.access.redhat.com/ubi7/ubi-minimal:latest,registry.access.redhat.com/ubi7/ubi-minimal
artcom/acms-ui,2021,118,6,Organization,JavaScript,4955,node:14.7.0-alpine3.12,node
SahanJayaweera/slam-mirrorbot,2021,409,13,User,Python,1812,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
JNSBOT/Tele-LeechX,2021,688,31,User,Python,1261,ubuntu:20.04,ubuntu
seek4science/seek,2021,2685,52,Organization,Ruby,364498,ruby:2.6-buster,ruby
uchicago-library/bmrc,2019,689,16,Organization,JavaScript,6387,python:3.7,python
cds-snc/digital-canada-ca,2019,69,4,Organization,JavaScript,580924,nginx,nginx
cds-snc/platform-forms-client,2021,937,35,Organization,TypeScript,6844,node:14-alpine,node
wavesplatform/gowaves,2020,337,15,Organization,Go,50916,parent,parent
wavesplatform/dapp-ui,2019,353,12,Organization,TypeScript,4468,nginx:stable,nginx
retlaw34/Shiptest,2021,2558,62,User,DM,1615996,byond,byond
ubademy11/Ubademy-backoffice,2021,11,1,Organization,JavaScript,1284,ubuntu,ubuntu
phoughton/cribbage_server,2021,215,8,User,Python,160,python:3.9-slim-buster,python
msg555/restfileserver,2021,340,8,User,Python,31,python:3.9,python
marado/SuperHeroesWiki,2021,586,14,User,None,7260,nginx:alpine,nginx
marado/evennia,2019,2999,19,User,Python,191689,python:3.7-alpine,python
Drillster/drone-email,2021,274,8,Organization,Go,1201,alpine:3.14,alpine
FaithKauwe/swap-meet,2021,763,18,User,Python,36,continuumio/anaconda3:latest,continuumio/anaconda3
mendix/docs,2020,980,18,Organization,Markdown,1354892,node:12,node
CiscoSecurity/tr-05-serverless-guardduty,2021,663,16,Organization,Python,530,alpine:3.14,alpine
CiscoSecurity/tr-05-serverless-exabeam,2021,659,16,Organization,Python,117,alpine:3.14,alpine
MastaBook/go-ethereum,2021,723,16,User,Go,174556,alpine:latest,alpine
diahfani/belee,2021,484,12,User,Go,6453,alpine:3.14,alpine
kids-first/kf-api-arranger,2021,383,12,Organization,TypeScript,2995,node:16.5.0-alpine,node
kids-first/kf-ui-data-tracker,2020,106,6,Organization,JavaScript,8416,node:11,node
kids-first/kf-api-study-creator,2021,1022,26,Organization,Python,9338,base,base
bellicapelli0/FRISS-technical-assignment,2021,248,10,User,Jupyter Notebook,4380,python,python
mlrun/ui,2021,1267,26,Organization,JavaScript,4568,nginx:stable-alpine,nginx
acmesh-official/acme.sh,2021,1531,61,Organization,Shell,5699,alpine:3.12,alpine
sgoveas/sssd,2018,484,6,User,C,57510,sssd/sssd-deps,sssd/sssd-deps
tareqmamari/api,2021,1314,31,User,None,12091,alpine:3.14,alpine
martynvdijke/gr-lora_sdr,2021,758,19,User,Python,24159,archlinux/archlinux:base-devel,archlinux/archlinux
hrittikhere/techtrends_udacity,2021,181,6,User,Python,1138,python:3.8,python
golos-blockchain/ui-auth,2021,350,11,Organization,JavaScript,2213,node:16.1,node
golos-blockchain/ui-blogs,2021,385,11,Organization,JavaScript,34228,node:16.1,node
ABHINETWORK1/SNEHABHI-MUSICS,2021,371,11,User,Python,358,python:3.9.7-slim-buster,python
metal-stack/pam-exec-oauth2,2021,172,8,Organization,Go,293,debian:11,debian
metal-stack/metalctl,2021,264,7,Organization,Go,1536,alpine:3.14,alpine
metal-stack/kernel,2021,2448,69,Organization,Dockerfile,366,alpine:3.14,alpine
metal-stack/gardener-extension-provider-metal,2021,307,9,Organization,Go,12010,alpine:3.14,alpine
Wireless-1-Apps-Inc/timeslot-management,2021,2418,49,Organization,JavaScript,1035,ubuntu:20.04,ubuntu
Yannic/copybara,2020,1532,23,User,Java,12746,openjdk:8-jre-slim,openjdk
cos-ci-forks/cOS,2021,228,8,Organization,Shell,1772,opensuse/leap,opensuse/leap
DavidsonGomes/desafio-docker-golang,2021,244,9,User,Dockerfile,1,scratch,scratch
freinet-devops/docker-powerdns,2021,702,19,Organization,Shell,54,alpine:3.14,alpine
tomasaschan/terraform-docs,2021,612,11,User,None,3322,alpine:3.14.0,alpine
VinceDeslo/Graphql-Gateway,2021,292,7,User,TypeScript,236,node:14-alpine,node
gexpose/synackAPI,2021,1527,15,User,Python,258,selenium/standalone-firefox,selenium/standalone-firefox
shaymdev/qmk_firmware,2021,100,4,User,C,172270,qmkfm/qmk_cli,qmkfm/qmk_cli
573462273/acme.sh,2021,1531,61,User,Shell,5635,alpine:3.12,alpine
taxjar/taxjar-developers,2021,503,14,Organization,JavaScript,31772,ruby:2.3.3,ruby
NDLANO/taxonomy-api,2021,292,10,Organization,Java,2658,openjdk:11,openjdk
NDLANO/editorial-frontend,2021,906,19,Organization,TypeScript,23522,node:14.16-alpine,node
NDLANO/ndla-frontend,2021,949,19,Organization,TypeScript,20841,node:14.16-alpine,node
kurtamohler/pytorch,2021,2930,64,User,C++,427463,official,official
kadismile/devops,2021,240,8,User,TypeScript,868,node:alpine,node
Pranav143/ECE444-F2021-Lab3,2021,251,8,User,Python,27375,python:3.9-slim,python
Carlospq17/DevOps,2021,387,12,User,PHP,280,php:7.4-fpm-alpine,php
laxmi-maha/test,2021,267,9,User,Dockerfile,3,ubuntu:latest,ubuntu
suubh/LinkFree,2021,625,17,User,None,325,node:15,node
sparkymat/archmark,2021,176,8,User,Go,1081,golang:1.17-stretch,golang
zws-im/zws,2021,1004,22,Organization,TypeScript,9896,node:16.13.0-alpine3.13,node
Azure/aad-pod-identity,2021,1346,30,Organization,Go,17730,$BASEIMAGE,$BASEIMAGE
Azure/aks-engine,2021,1045,22,Organization,Go,101506,scratch,scratch
Azure/azure-functions-host,2021,1120,21,Organization,C#,48347,mcr.microsoft.com/azure-functions/python:3.0,mcr.microsoft.com/azure-functions/python
Azure/azure-diskinspect-service,2021,2124,48,Organization,Python,1294,ubuntu:18.04,ubuntu
Revolution-Populi/revpop-core,2021,2348,67,Organization,C++,4259,phusion/baseimage:18.04-1.0.0,phusion/baseimage
goyal15rajat/express-boilerplate,2021,331,13,User,JavaScript,183,mhart/alpine-node:16,mhart/alpine-node
Shubham1204/docker-telegraf,2021,1749,41,User,None,28,alpine:3.12,alpine
ricardogsilva/geonode,2021,3122,45,User,JavaScript,383788,python:3.8.9-buster,python
vadorovsky/rke2,2021,7788,167,User,Go,2631,ubuntu:18.04,ubuntu
vadorovsky/kube-router,2021,2053,33,User,Go,68008,${RUNTIME_BASE},${RUNTIME_BASE}
yangwenmai/github-trending-backup,2018,341,10,User,Go,50733,golang:1.10.2,golang
jdmichaud/site,2020,102,4,User,HTML,19231,nginx:1.13.8,nginx
Francisleide/challengeGo,2021,161,9,User,Go,30266,golang,golang
rcpch/digital-growth-charts-server,2021,163,7,Organization,Python,8954,python:3.8-buster,python
deep-stack/watcher-ts,2021,98,4,Organization,TypeScript,1277,node:15.3.0-alpine3.10,node
amberbancroft/TikTok-clone,2021,607,17,User,Python,520,python:3.9,python
Braspag/braspag.github.io,2018,217,9,Organization,JavaScript,77017,ruby:2.2.2,ruby
unfoldingWord-dev/door43.org,2021,618,7,Organization,JavaScript,7736,ruby:latest,ruby
jboxman/openshift-docs,2020,193,5,User,HTML,434700,centos:8,centos
narayana8888/applogin,2021,685,10,User,Java,17168,ubuntu,ubuntu
Mercycar/engineering-education,2021,861,28,User,SCSS,1157281,ubuntu:bionic,ubuntu
NalidArerep/ProjectX,2021,1984,11,User,Python,358,nvcr.io/nvidia/pytorch:21.05-py3,nvcr.io/nvidia/pytorch
WindyLH07/docs,2018,60,3,User,SCSS,141303,ruby,ruby
bdunne/container-httpd-init,2020,3317,62,User,None,71,registry.access.redhat.com/ubi8/ubi-init:8.3,registry.access.redhat.com/ubi8/ubi-init
anuppoudel54/hello-world,2020,134,3,User,Java,40,tomcat:8-jre8,tomcat
kanopy-platform/k8s-auth-portal,2021,344,13,Organization,Go,130,debian:buster-slim,debian
dbt-labs/dbt,2021,1673,42,Organization,Python,19958,ubuntu:18.04,ubuntu
helio/argo-workflows,2021,5177,86,Organization,Go,48809,scratch,scratch
User-U-U/CHOMPStation2,2021,1522,42,User,DM,1463205,dm_base,dm_base
mmaaz60/mdetr,2021,1011,23,User,Python,10451,nvidia/cuda:11.1.1-cudnn8-runtime-ubuntu18.04,nvidia/cuda
Lallu-lallus/media-search-bot-modified,2021,146,6,User,Python,88,python:3.8-slim-buster,python
Lallu-lallus/auto-media-search-bot,2021,146,6,User,Python,109,python:3.8-slim-buster,python
shikshalokam/ml-survey-service,2021,247,7,Organization,JavaScript,16106,node:12,node
shikshalokam/ml-core-service,2021,240,7,Organization,JavaScript,1291,node:12,node
shikshalokam/SunbirdEd-portal,2020,259,8,Organization,TypeScript,321341,node:12.16.1-slim,node
austincunningham/integreatly-operator,2021,1034,25,User,Go,94512,registry.access.redhat.com/ubi8/ubi:latest,registry.access.redhat.com/ubi8/ubi
daffaekanara/PPAFastAPI,2021,103,3,User,Python,2189,tiangolo/uvicorn-gunicorn-fastapi:python3.8,tiangolo/uvicorn-gunicorn-fastapi
rigved-telang/plots2,2021,1800,36,User,None,26779,ruby:2.4.4-stretch,ruby
sap-contributions/jenkins-library,2021,916,14,Organization,Go,16372,golang:1.15,golang
SpeciesFileGroup/taxonworks,2021,2280,49,Organization,Ruby,91532,base,base
Tirka/velas-chain,2021,774,19,User,Rust,96869,ubuntu:20.04,ubuntu
PLEBNET-PLAYGROUND/LNDroneController,2021,641,14,Organization,C#,396,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
aborigene/simple_express_nodejs,2021,167,8,User,JavaScript,46,i386/node,i386/node
jfederico/scalelite,2021,3137,85,User,Ruby,945,application,application
jfederico/greenlight,2021,2032,40,User,Ruby,7523,ruby:2.7.2-alpine,ruby
dorivanfernandes/conversao-peso,2021,554,12,User,C#,684,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
nirmal226/myweb,2019,163,2,User,Java,1534,tomcat:8.0.20-jre8,tomcat
tongzhugroup/reacnetgenerator,2021,278,6,Organization,Python,20907,nikolaik/python-nodejs:python3.9-nodejs14@sha256:ed9e9bcc0a186c4c23d6b2163528475eb6c1b63b44635c3d0e110bde5c863829,nikolaik/python-nodejs
massimiliano-eng/hello-world,2020,134,3,User,Java,20,tomcat:8-jre8,tomcat
valet-is/server-nodejs,2021,164,8,Organization,JavaScript,169,node:14,node
engineer-man/felix,2021,87,3,Organization,Python,1539,python:3.9,python
ceph/pulpito,2021,465,17,Organization,JavaScript,1049,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
ceph/paddles,2021,537,20,Organization,Python,491,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
charithe/cerbos,2021,198,7,User,Go,4402,gcr.io/distroless/base,gcr.io/distroless/base
owenvallis/keras-io,2021,226,8,User,Jupyter Notebook,111824,python:3.7,python
davidjameshowell/reminiscence,2021,396,16,User,JavaScript,1458,python:3.9.7-alpine3.14,python
jonzarecki/common,2020,1304,28,User,Python,215,nvidia/cuda:10.2-cudnn8-devel-ubuntu16.04,nvidia/cuda
